Program Name,Acronym,Agency,Prime Contractor,Contract Number,Contract Value,Contract Description,Match Confidence,Match Score,tango_piid,tango_description,pop_city,pop_state,pop_zip,pop_country,period_start,period_end,ultimate_completion,subawards_count,subawards_total,recipient_uei,recipient_name,naics_code,psc_code,set_aside,obligated,total_contract_value,parent_piid,parent_description,awarding_office,awarding_agency,funding_office
Next Generation Interceptor,NGI,MDA,Northrop Grumman & Boeing,HQ085621C0003,"$2,395,436,919.18",NEXT GENERATION INTERCEPTOR NGI MISSILE DEFENSE MDA,High,11,HQ085621C0003,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",CHANDLER,ARIZONA,85286,UNITED STATES,2021-03-25,2028-12-31,2028-12-31,234,"$1,607,946,416.57",F9PAEKAAXGB6,NORTHROP GRUMMAN SYSTEMS CORPORATION,541715,AC13,NONE,"$2,395,436,919.18","$3,936,086,486.00",,,MISSILE DEFENSE AGENCY (MDA),Missile Defense Agency,MISSILE DEFENSE AGENCY (MDA)
NextGen GEO (Network/Ops),NGG,Space Force,Northrop Grumman,FA881018C0006,"$3,084,107,116.60",NEXT GENERATION OVERHEAD PERSISTENT INFRARED POLAR SPACE VEHICLES OPIR,Medium,1,FA881018C0006,NEXT GENERATION OVERHEAD PERSISTENT INFRARED POLAR SPACE VEHICLES 1 AND 2 STUDY.,REDONDO BEACH,CALIFORNIA,90278,UNITED STATES,2018-06-25,2031-04-11,2031-04-11,595,"$1,492,840,257.26",VSBAFMDKTWL4,NORTHROP GRUMMAN SYSTEMS CORPORATION,541715,AR24,NONE,"$3,084,107,116.60","$3,956,015,759.19",,,FA8810  SPACE SENSING SSC/SNK,Department of the Air Force,F2TSRA SMC MC
Next-Gen OPIR (Ground + Payload),Next-Gen OPIR,Space Force,Northrop Grumman,FA881018C0006,"$3,084,107,116.60",NEXT GENERATION OVERHEAD PERSISTENT INFRARED POLAR SPACE VEHICLES OPIR,High,4,FA881018C0006,NEXT GENERATION OVERHEAD PERSISTENT INFRARED POLAR SPACE VEHICLES 1 AND 2 STUDY.,REDONDO BEACH,CALIFORNIA,90278,UNITED STATES,2018-06-25,2031-04-11,2031-04-11,595,"$1,492,840,257.26",VSBAFMDKTWL4,NORTHROP GRUMMAN SYSTEMS CORPORATION,541715,AR24,NONE,"$3,084,107,116.60","$3,956,015,759.19",,,FA8810  SPACE SENSING SSC/SNK,Department of the Air Force,F2TSRA SMC MC
Next-Generation Overhead Persistent Infrared,NG OPIR (classified),Space Force,Northrop Grumman,FA881018C0006,"$3,084,107,116.60",NEXT GENERATION OVERHEAD PERSISTENT INFRARED POLAR SPACE VEHICLES OPIR,High,5,FA881018C0006,NEXT GENERATION OVERHEAD PERSISTENT INFRARED POLAR SPACE VEHICLES 1 AND 2 STUDY.,REDONDO BEACH,CALIFORNIA,90278,UNITED STATES,2018-06-25,2031-04-11,2031-04-11,595,"$1,492,840,257.26",VSBAFMDKTWL4,NORTHROP GRUMMAN SYSTEMS CORPORATION,541715,AR24,NONE,"$3,084,107,116.60","$3,956,015,759.19",,,FA8810  SPACE SENSING SSC/SNK,Department of the Air Force,F2TSRA SMC MC
NGA Enterprise Engineering,NEE,NGA,Peraton (Perspecta heritage),80GSFC19C0063,"$1,414,704,681.90",EXPLORATION AND SPACE COMMUNICATIONS ESC SCAN NETWORK NASA GODDARD,Medium,1,80GSFC19C0063,THE EXPLORATION AND SPACE COMMUNICATIONS PROJECTS DIVISION (ESC) IS A NATIONAL RESOURCE LOCATED AT GODDARD SPACE FLIGHT CENTER (GSFC) WHICH ENABLES SCIENTIFIC DISCOVERY AND SPACE EXPLORATION BY PROVIDING INNOVATIVE AND MISSION-EFFECTIVE SPACE COMMUNICATIONS AND NAVIGATION SOLUTIONS TO A LARGE COMMUNITY OF DIVERSE CUSTOMERS.  ESC MANAGES OPERATIONAL GEOSTATIONARY COMMUNICATIONS RELAY SATELLITES AND GROUND SYSTEMS FOR THE SPACE COMMUNICATIONS AND NAVIGATION (SCAN) PROGRAM AT NASA HEADQUARTERS.  TO,HERNDON,VIRGINIA,20170,UNITED STATES,2019-10-01,2026-03-31,2026-03-31,1514,"$637,927,785.30",ZBPQEJVECCT4,PERATON INC.,517919,D318,NONE,"$1,414,704,681.90","$1,800,000,000.00",,,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER
NGA Enterprise IT Modernization – MOJAVE / ACADIA,MOJAVE / ACADIA,NGA,CACI,47QFRA19F0011,"$708,253,079.87",DYNAMIC AND EVOLVING FEDERAL ENTERPRISE NETWORK DEFENSE CDM DEFEND CYBER,Medium,2,47QFRA19F0011,DYNAMIC AND EVOLVING FEDERAL ENTERPRISE NETWORK DEFENSE GROUP A DEFEND A  OPTION EXERCISE AND TRANSFER FROM PIID 47QFCA18F0050,ARLINGTON,VIRGINIA,22202,UNITED STATES,2019-05-08,2024-04-30,2024-04-30,2,"$10,015,496.00",N3PBJAVNKF61,"CACI, INC. - FEDERAL",541512,7010,,"$708,253,079.87","$1,026,717,176.60",GS00Q09BGD0020,"THE SCOPE OF THE ALLIANT GWAC INCLUDES ANY AND ALL COMPONENTS OF AN INTEGRATED INFORMATION TECHNOLOGY (IT) SOLUTION, INCLUDING ALL CURRENT AND ANY NEW TECHNOLOGIES WHICH MAY EMERGE DURING THE LIFE CYC",GSA FAS AAS REGION 8,Federal Acquisition Service,
NGEN-R — Enterprise Network Program,NGEN-R,Navy,Leidos,HHSN261200800001E,"$4,813,063,024.90",OPER OF GOVT R&D GOCO FACILITIES BIOMEDICAL RESEARCH NIH NCI,Low,0,HHSN261200800001E,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,FREDERICK,MARYLAND,21702,UNITED STATES,2008-09-26,2024-09-06,2024-09-06,,,HV8BH9BPG8Y9,LEIDOS BIOMEDICAL RESEARCH INC,561210,M181,NONE,"$4,813,063,024.90","$70,988,409,497.44",,,,,
"NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport)",NGEN-R SMIT,Navy,Leidos,89243318CFE000003,"$960,260,804.00",RESEARCH SUPPORT SERVICES (RSS) DOE ENERGY,Medium,1,89243318CFE000003,RESEARCH SUPPORT SERVICES (RSS),MORGANTOWN,WEST VIRGINIA,26507,UNITED STATES,2018-12-31,2028-12-30,2028-12-30,2244,"$2,744,055,450.08",MYKLJHTX3MM7,"LEIDOS, INC.",541715,R425,NONE,"$960,260,804.00","$1,200,000,000.00",,,NATIONAL ENERGY TECHNOLOGY LABORATORY,Department of Energy,FOSSIL ENERGY AND CARBON MANAGEMENT
NGEN-R SMIT (Already normalized — link-only reference row),NGEN-R SMIT,Navy,Leidos,HHSN261200800001E,"$4,813,063,024.90",OPER OF GOVT R&D GOCO FACILITIES BIOMEDICAL RESEARCH NIH NCI,Low,0,HHSN261200800001E,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,FREDERICK,MARYLAND,21702,UNITED STATES,2008-09-26,2024-09-06,2024-09-06,,,HV8BH9BPG8Y9,LEIDOS BIOMEDICAL RESEARCH INC,561210,M181,NONE,"$4,813,063,024.90","$70,988,409,497.44",,,,,
NGOPIR / NGG / NGOPIR (already normalized — link row),,Space Force,Northrop Grumman,FA821920C0006,"$10,801,259,923.19",GROUND-BASED STRATEGIC DETERRENT GBSD SENTINEL ENGINEERING MANUFACTURING DEVELOPMENT EMD ICBM,Low,0,FA821920C0006,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),ROY,UTAH,84067,UNITED STATES,2020-09-08,2029-03-10,2029-03-10,4019,"$27,743,434,931.93",D8QQPFNYJD63,NORTHROP GRUMMAN SYSTEMS CORP,336414,AC24,NONE,"$10,801,259,923.19","$13,360,972,363.51",,,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV
NORAD/NORTHCOM IT Infrastructure Support (NISSC II),NISSC II,Air Force,Jacobs,NNK13MA14C,"$2,099,373,524.58",TEST AND OPERATIONS SUPPORT CONTRACT TOSC NASA KSC,Medium,1,NNK13MA14C,"IGF::OT::IGF THE TEST AND OPERATIONS SUPPORT CONTRACT (TOSC) IS A COST-PLUS-AWARD-FEE CONTRACT WITH AN INDEFINITE DELIVERY INDEFINITE QUANTITY TASK ORDERING PROVISION. TOSC PROVIDES A PROCESSING CONTRACT FOR THE KENNEDY SPACE CENTER (KSC) SUPPORTING MULTIPLE CUSTOMERS. THE SCOPE OF THIS CONTRACT INCLUDES PROGRAM MANAGEMENT AND CONTROL; SAFETY AND MISSION ASSURANCE; INFORMATION MANAGEMENT; PROCESSING SUPPORT SYSTEMS AND INTEGRATION; FLIGHT HARDWARE PROCESSING; GROUND SYSTEMS OPERATIONS, MAINTENAN",ORLANDO,FLORIDA,32899,UNITED STATES,2013-03-01,2023-04-30,2023-04-30,1368,"$12,336,512,181.96",H2RGSKWXKHQ5,"AMENTUM TECHNOLOGY, INC.",541712,AR36,NONE,"$2,099,373,524.58","$2,107,162,687.90",,,,,
NRO Ground Systems DevOps (Seal Beach),,NRO,Boeing,FA821920C0006,"$10,801,259,923.19",GROUND-BASED STRATEGIC DETERRENT GBSD SENTINEL ENGINEERING MANUFACTURING DEVELOPMENT EMD ICBM,Medium,2,FA821920C0006,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),ROY,UTAH,84067,UNITED STATES,2020-09-08,2029-03-10,2029-03-10,4019,"$27,743,434,931.93",D8QQPFNYJD63,NORTHROP GRUMMAN SYSTEMS CORP,336414,AC24,NONE,"$10,801,259,923.19","$13,360,972,363.51",,,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV
NTT Applications & BPS Support,,DoD,NTT DATA,HHSN316201500016W,"$500,000,000.00",IT INFRASTRUCTURE SERVICES FEDERAL,Low,0,,,,,,,,,,,,,,,,,,,,,,,
NTT DATA Enterprise Architecture (BPS / Apps),,DoD,NTT DATA,HHSN316201500016W,"$500,000,000.00",IT INFRASTRUCTURE SERVICES FEDERAL,Low,0,,,,,,,,,,,,,,,,,,,,,,,
OUSD(A&S) Professional Support Services,OUSD(A&S) PSS,DoD,LMI,N0001917C0001,"$35,135,514,910.20",F-35 LRIP LOT 12 ADVANCE ACQUISITION LIGHTNING II JOINT STRIKE FIGHTER JSF,Low,0,N0001917C0001,LRIP LOT 12 ADVANCE ACQUISITION CONTRACT,FORT WORTH,TEXAS,76108,UNITED STATES,2017-11-17,2031-03-31,2031-03-31,12781,"$19,006,059,279.59",G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,336411,1510,NONE,"$35,135,514,910.20","$45,265,737,305.46",,,NAVAL AIR SYSTEMS COMMAND,Department of the Navy,NAVAL AIR SYSTEMS COMMAND
OUSD(P&R) PRISM (Consolidated),PRISM,DoD,"11 primes (CTC, SAIC, Booz Allen, ManTech…)",47QFCA21F0018,"$1,379,603,153.12",ENTERPRISE LEVEL DATA OUSD(C) COMPTROLLER DEFENSE FINANCE,Medium,1,47QFCA21F0018,"TASK ORDER (TO) 47QFCA21F0018 IS HEREBY AWARDED TO BOOZ ALLEN HAMILTON, INC. (BAH) TO PROVIDE ENTERPRISE LEVEL DATA TO THE OUSD(C), AND ITS STRATEGIC PARTNERS (I.E., DOD FOURTH ESTATE, DOD DEPARTMENTS, AND IC COMMUNITY).",WASHINGTON,DISTRICT OF COLUMBIA,20301,UNITED STATES,2021-03-09,2025-02-15,2025-05-15,1460,"$993,273,679.54",JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC,541512,DA01,,"$1,379,533,153.12","$1,602,230,952.00",47QTCK18D0004,"IGF::OT::IGF  
GOVERNMENT-WIDE ACQUISITION CONTRACTS PROVIDE WORLDWIDE ACCESS TO IT SOLUTIONS SUCH AS SYSTEMS DESIGN, SOFTWARE ENGINEERING, INFORMATION ASSURANCE, AND ENTERPRISE ARCHITECTURE SOLUTIONS",GSA FAS AAS FEDSIM,Federal Acquisition Service,WASHINGTON HEADQUARTERS SERVICES
PAC-3 (Consolidated),PAC-3,Army,Lockheed Martin,W31P4Q20C0023,"$10,475,203,569.62",PAC-3 PRODUCTION PATRIOT ADVANCED CAPABILITY MISSILE,High,7,W31P4Q20C0023,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),GRAND PRAIRIE,TEXAS,75051,UNITED STATES,2020-04-30,2033-09-30,2033-09-30,4183,"$5,133,266,343.94",XFJMYSYFJEK4,LOCKHEED MARTIN CORPORATION,336414,1410,NONE,"$10,449,280,456.95","$6,758,173,159.84",,,W6QK ACC-RSA,Department of the Army,W6DV PEO M & S REDSTONE
PAC-3 Missile Family (Consolidated),PAC-3 / PAC-3 MSE,Army,Lockheed Martin Missiles & Fire Control,W31P4Q20C0023,"$10,475,203,569.62",PAC-3 PRODUCTION PATRIOT ADVANCED CAPABILITY MISSILE,High,5,W31P4Q20C0023,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),GRAND PRAIRIE,TEXAS,75051,UNITED STATES,2020-04-30,2033-09-30,2033-09-30,4183,"$5,133,266,343.94",XFJMYSYFJEK4,LOCKHEED MARTIN CORPORATION,336414,1410,NONE,"$10,449,280,456.95","$6,758,173,159.84",,,W6QK ACC-RSA,Department of the Army,W6DV PEO M & S REDSTONE
PAC-3 Missile Segment Enhancement (Deep Detail Variant),PAC-3 MSE,Army,Lockheed Martin,W31P4Q20C0023,"$10,475,203,569.62",PAC-3 PRODUCTION PATRIOT ADVANCED CAPABILITY MISSILE,High,4,W31P4Q20C0023,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),GRAND PRAIRIE,TEXAS,75051,UNITED STATES,2020-04-30,2033-09-30,2033-09-30,4183,"$5,133,266,343.94",XFJMYSYFJEK4,LOCKHEED MARTIN CORPORATION,336414,1410,NONE,"$10,449,280,456.95","$6,758,173,159.84",,,W6QK ACC-RSA,Department of the Army,W6DV PEO M & S REDSTONE
PAC-3 MSE (Deep Detail Variant; Consolidated),PAC-3 MSE,Army,Lockheed Martin,W31P4Q20C0023,"$10,475,203,569.62",PAC-3 PRODUCTION PATRIOT ADVANCED CAPABILITY MISSILE,Medium,2,W31P4Q20C0023,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),GRAND PRAIRIE,TEXAS,75051,UNITED STATES,2020-04-30,2033-09-30,2033-09-30,4183,"$5,133,266,343.94",XFJMYSYFJEK4,LOCKHEED MARTIN CORPORATION,336414,1410,NONE,"$10,449,280,456.95","$6,758,173,159.84",,,W6QK ACC-RSA,Department of the Army,W6DV PEO M & S REDSTONE
Peraton ARCYBER Information Advantage Enterprise,IAE,Army,Peraton,47QFCA19F0033,"$487,767,432.14",ARCYBER CYBERSPACE OPS REQUIREMENT ARMY CYBER INFORMATION ADVANTAGE,High,6,47QFCA19F0033,IGF::OT::IGF TASK ORDER AWARD FOR ARCYBER CYBERSPACE OPS REQUIREMENT,FORT GEORGE G MEADE,MARYLAND,20755,UNITED STATES,2019-02-11,2024-02-11,2024-02-11,100,"$712,544,395.30",CJ38H41QMGA1,PERATON TECHNOLOGY SERVICES INC.,541330,R499,,"$487,767,432.14","$1,594,002,704.48",GS00Q14OADU128,"ONE ACQUISITION SOLUTION FOR INTEGRATED SERVICES (OASIS) PROFESSIONAL SERVICES MULTIPLE AGENCY CONTRACT, IGF::OT::IGF",GSA FAS AAS FEDSIM,Federal Acquisition Service,W6UX US ARMY CYBER COMMAND
Peraton NARSIL – Advanced System Intelligence,NARSIL,IC,Peraton,80GSFC19C0063,"$1,414,704,681.90",EXPLORATION AND SPACE COMMUNICATIONS ESC SCAN NETWORK NASA GODDARD,Medium,1,80GSFC19C0063,THE EXPLORATION AND SPACE COMMUNICATIONS PROJECTS DIVISION (ESC) IS A NATIONAL RESOURCE LOCATED AT GODDARD SPACE FLIGHT CENTER (GSFC) WHICH ENABLES SCIENTIFIC DISCOVERY AND SPACE EXPLORATION BY PROVIDING INNOVATIVE AND MISSION-EFFECTIVE SPACE COMMUNICATIONS AND NAVIGATION SOLUTIONS TO A LARGE COMMUNITY OF DIVERSE CUSTOMERS.  ESC MANAGES OPERATIONAL GEOSTATIONARY COMMUNICATIONS RELAY SATELLITES AND GROUND SYSTEMS FOR THE SPACE COMMUNICATIONS AND NAVIGATION (SCAN) PROGRAM AT NASA HEADQUARTERS.  TO,HERNDON,VIRGINIA,20170,UNITED STATES,2019-10-01,2026-03-31,2026-03-31,1514,"$637,927,785.30",ZBPQEJVECCT4,PERATON INC.,517919,D318,NONE,"$1,414,704,681.90","$1,800,000,000.00",,,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER
Poland WISŁA – Patriot + IBCS Foreign Military Sales,WISŁA,Army,Raytheon & Northrop Grumman,W31P4Q15C0022,"$5,608,431,752.51",PATRIOT FIRE UNITS MISSILE DEFENSE AIR DEFENSE,Medium,2,W31P4Q15C0022,TEN FIRE UNITS FOR QATAR,ANDOVER,MASSACHUSETTS,01810,UNITED STATES,2014-12-19,2025-05-31,2025-05-31,29981,"$14,053,592,412.80",XSV6AZJ6SDJ7,RAYTHEON COMPANY,336414,1425,NONE,"$5,608,431,752.51","$2,442,287,695.74",,,W6QK ACC-RSA,Department of the Army,W6DV PEO M & S REDSTONE
PRISM Support Services (Consolidated),PRISM,DoD,"11 MA-IDIQ primes (incl. CTC, SAIC, Booz Allen, ManTech)",47QFCA21F0018,"$1,379,603,153.12",ENTERPRISE LEVEL DATA OUSD(C) COMPTROLLER DEFENSE FINANCE,Low,0,47QFCA21F0018,"TASK ORDER (TO) 47QFCA21F0018 IS HEREBY AWARDED TO BOOZ ALLEN HAMILTON, INC. (BAH) TO PROVIDE ENTERPRISE LEVEL DATA TO THE OUSD(C), AND ITS STRATEGIC PARTNERS (I.E., DOD FOURTH ESTATE, DOD DEPARTMENTS, AND IC COMMUNITY).",WASHINGTON,DISTRICT OF COLUMBIA,20301,UNITED STATES,2021-03-09,2025-02-15,2025-05-15,1460,"$993,273,679.54",JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC,541512,DA01,,"$1,379,533,153.12","$1,602,230,952.00",47QTCK18D0004,"IGF::OT::IGF  
GOVERNMENT-WIDE ACQUISITION CONTRACTS PROVIDE WORLDWIDE ACCESS TO IT SOLUTIONS SUCH AS SYSTEMS DESIGN, SOFTWARE ENGINEERING, INFORMATION ASSURANCE, AND ENTERPRISE ARCHITECTURE SOLUTIONS",GSA FAS AAS FEDSIM,Federal Acquisition Service,WASHINGTON HEADQUARTERS SERVICES
Project Convergence (JADC2 Experiments),PC,Army,SAIC,W15QKN19F1290,"$39,320,458.07",OPS LABOR CAPABILITIES INTEGRATOR,Medium,1,W15QKN19F1290,OPS ~ CLIN 1 LABOR,COLORADO SPRINGS,COLORADO,80920,UNITED STATES,2019-08-28,2025-08-29,2025-08-29,,,EMX1P81U9GG5,"APOGEE-SAIC CAPABILITIES INTEGRATOR, LLC",541519,R425,,"$39,320,458.07","$45,135,228.31",W52P1J18DA047,INFORMATION TECHNOLOGY ENTERPRISE SOLUTIONS- 3 SERVICES (ITES-3S) MULTIPLE AWARD INDEFINITE DELIVERY INDEFINITE QUANTITY (MAIDIQ) BASE CONTRACT AWARD. THIS AWARD REPRESENTS 1 OF THE 135 ITES-3S CONTRA,W6QK ACC-PICA,Department of the Army,W00F OFC DEP UNDER SEC ARMY
Protected Satcom & Tactical Waveform Communications,PTW / Protected TWF,Space Force,L3Harris,F1962802C0010,"$2,226,709,932.96",BMEWS MAINTENANCE REPAIR BALLISTIC MISSILE EARLY WARNING SYSTEM RADAR,Low,0,F1962802C0010,"200204!000024!5700!GV59  !ESC/NDK                         !F1962802C0010  !A!N! !N!                   !20020130!20020930!052819732!052819732!001216845!N!ITT INDUSTRIES, INC , SYSTEMS !4410 E  FOUNTAIN BLVD     !COLORADO SPRIN      !CO!80916!16000!041!08!COLORADO SPRINGS    !EL PASO               !COLORADO  !+000003175920!N!N!000519009204!J099!MAINT & REPAIR OF EQ/MISCELLANEOUS EQUIPMENT      !A7 !ELECTRONICS AND COMMUNICATION !3GWQ!474L BMEWS                    !541512!E! !3! ! ! ! ! !99990909!B",COLORADO SPRINGS,COLORADO,80916,UNITED STATES,2002-01-30,2024-09-29,2024-09-29,,,LHJPD6T16EV9,"L3HARRIS TECHNOLOGIES, INC.",334511,J058,NONE,"$2,211,139,272.96","$5,665,048,539.76",,,,,
Protected Tactical SatCom / Waveform,PTW,Space Force,L3Harris,F1962802C0010,"$2,226,709,932.96",BMEWS MAINTENANCE REPAIR BALLISTIC MISSILE EARLY WARNING SYSTEM RADAR,Low,0,F1962802C0010,"200204!000024!5700!GV59  !ESC/NDK                         !F1962802C0010  !A!N! !N!                   !20020130!20020930!052819732!052819732!001216845!N!ITT INDUSTRIES, INC , SYSTEMS !4410 E  FOUNTAIN BLVD     !COLORADO SPRIN      !CO!80916!16000!041!08!COLORADO SPRINGS    !EL PASO               !COLORADO  !+000003175920!N!N!000519009204!J099!MAINT & REPAIR OF EQ/MISCELLANEOUS EQUIPMENT      !A7 !ELECTRONICS AND COMMUNICATION !3GWQ!474L BMEWS                    !541512!E! !3! ! ! ! ! !99990909!B",COLORADO SPRINGS,COLORADO,80916,UNITED STATES,2002-01-30,2024-09-29,2024-09-29,,,LHJPD6T16EV9,"L3HARRIS TECHNOLOGIES, INC.",334511,J058,NONE,"$2,211,139,272.96","$5,665,048,539.76",,,,,
RUSHMORE,RUSHMORE,Space Force,Northrop Grumman,FA821920C0006,"$10,801,259,923.19",GROUND-BASED STRATEGIC DETERRENT GBSD SENTINEL ENGINEERING MANUFACTURING DEVELOPMENT EMD ICBM,Low,0,FA821920C0006,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),ROY,UTAH,84067,UNITED STATES,2020-09-08,2029-03-10,2029-03-10,4019,"$27,743,434,931.93",D8QQPFNYJD63,NORTHROP GRUMMAN SYSTEMS CORP,336414,AC24,NONE,"$10,801,259,923.19","$13,360,972,363.51",,,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV
RUSHMORE (Already normalized),RUSHMORE,Space Force,Northrop,FA821920C0006,"$10,801,259,923.19",GROUND-BASED STRATEGIC DETERRENT GBSD SENTINEL ENGINEERING MANUFACTURING DEVELOPMENT EMD ICBM,Low,0,FA821920C0006,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),ROY,UTAH,84067,UNITED STATES,2020-09-08,2029-03-10,2029-03-10,4019,"$27,743,434,931.93",D8QQPFNYJD63,NORTHROP GRUMMAN SYSTEMS CORP,336414,AC24,NONE,"$10,801,259,923.19","$13,360,972,363.51",,,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV
SCITLS,SCITLS,DoD,GDIT,19AQMM18C0185,"$1,495,085,754.52",GLOBAL SECURITY ENGINEERING SUPPLY CHAIN SERVICES STATE DEPARTMENT GDIT,Low,0,19AQMM18C0185,GLOBAL SECURITY ENGINEERING&SUPPLY CHAIN SERVICES.,SPRINGFIELD,VIRGINIA,22150,UNITED STATES,2019-06-19,2029-08-07,2029-08-07,5952,"$4,515,398,091.95",SMNWM6HN79X5,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",541614,R706,NONE,"$1,495,085,754.52","$2,447,737,874.85",,,ACQUISITIONS - AQM MOMENTUM,Department of State,BUREAU OF DIPLOMATIC SECURITY
SCITLS (Already normalized),SCITLS,DoD,GDIT,SAQMMA12C0130,"$1,219,847,693.56",GLOBAL SUPPLY CHAIN MANAGEMENT LOGISTICS TECHNOLOGY DEVELOPMENT STATE GDIT,Medium,1,SAQMMA12C0130,"IGF::OT::IGF THE PURPOSE OF THIS ACTION IS TO ESTABLISH A NEW CONTRACT WITH GENERAL DYNAMICS INFORMATION TECHNOLOGY FOR GLOBAL SUPPLY CHAIN MANAGEMENT, LOGISTICS AND TECHNOLOGY DEVELOPMENT SERVICES TO SUPPORT THE DEPARTMENT OF STATE. THE INITIAL FUNDING ASSOCIATED WITH THIS CONTRACT IS $22,304,578.00. THE OVERALL CONTRACT VALUE IS $2,200,000,000.00",STERLING,VIRGINIA,20164,UNITED STATES,2012-06-08,2019-09-07,2019-09-07,,,SMNWM6HN79X5,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",541614,R706,NONE,"$1,219,847,693.56","$2,386,055,531.29",,,,,
SCORPION (classified),SCORPION,DoD,CACI (context only),GSQ0017AJ0006,"$960,038,373.03",JIDA FS/DE TASK ORDER COUNTER IED,Low,0,GSQ0017AJ0006,"AWARD MADE TO CACI, INC.-FEDERAL FOR JIDA FS/DE TASK ORDER, IN THE AMOUNT NOT TO EXCEED $1,773,158,264.00. IGF::CL::IGF",RESTON,VIRGINIA,20191,UNITED STATES,2016-10-28,2022-02-28,2022-02-28,92,"$214,206,282.90",N3PBJAVNKF61,"CACI, INC. - FEDERAL",541712,B538,NONE,"$960,038,373.03","$2,426,356,180.00",GS00Q14OADU407,"ONE ACQUISITION SOLUTION FOR INTEGRATED SERVICES (OASIS) PROFESSIONAL SERVICES MMULTIPLE AGENCY CONTRACT,IGF::OT::IGF",GSA FAS AAS FEDSIM,Federal Acquisition Service,DEFENSE THREAT REDUCTION AGENCY
