Program Name,Acronym,Agency Owner,Program Type,Priority Level,Confidence Level,PTS Involvement,Contract Number,tango_piid,parent_piid,Contract Value,Contract Value (Consolidated),total_contract_value,Base Contract Value (FPDS),Base + Options Value (FPDS),obligated,subawards_total,subawards_count,Prime Contractor,Prime Contractor 1,Prime Contractor (Consolidated),recipient_name,recipient_uei,Key Subcontractors,Known Subcontractors,Period of Performance,Period of Performance (Original),PoP Start,PoP End,period_start,period_end,PoP Start (Consolidated),PoP End (Consolidated),ultimate_completion,Ultimate Completion (Consolidated),Recompete Date,Contract Signed Date (FPDS),Contract Effective Date (FPDS),Current Completion Date (FPDS),Ultimate Completion Date (FPDS),Key Locations,Performance Location (TANGO),Performance Location (FPDS),pop_city,pop_state,pop_zip,pop_country,NAICS Code (Consolidated),naics_code,FPDS NAICS Code,NAICS Description,PSC Code (Consolidated),psc_code,FPDS PSC Code,PSC Description,set_aside,Technical Stack,Tech Stack (Basic),Keywords/Signals,Functional Areas,Typical Roles,Job Titles,Labor Rate Min,Labor Rate Max,Labor Rate Average,Education Requirement,Experience Requirement,Annual Salary Range,CALC API Status,Contract Vehicle Used,Contract Vehicle/Type,awarding_office,awarding_agency,funding_office,COR/COTR,Program Manager,Clearance Requirements,Security Requirements,Match Confidence,Match Score,Incumbent Score,Source Evidence,Notes,Pain Points,Related Jobs,tango_description,parent_description,Budget
GENMOD / VMOD (Army Network/Voice Modernization),GENMOD/VMOD,Army,IT Ops,High,High,,W15QKN15C0049,W15QKN15C0049,,$526M,$526M,"$800,761,144.56 ",,,"$733,720,754.55 ","$35,755,164.88 ",16,,CACI,CACI,"CACI-ISS, LLC",EPPXR2P9KYU6,,Cisco/HPE; Corning; CommScope; Black Box,,2024–2029,2024,2029,5/18/2015,6/2/2025,5/18/2015,6/2/2025,6/2/2025,6/2/2025,,,,,,CONUS & Pacific posts,"CHANTILLY, VIRGINIA",,CHANTILLY,VIRGINIA,20151,UNITED STATES,541511,541511,,,D307,D307,,,NONE,,,“CACI secures $526M Network Modernization”,,Network engineers; cabling; voice techs; modernization,,,,,,,,Not Queried,,Task Order,W6QK ACC-PICA,Department of the Army,W6DY PEO EIS,,,Secret,,Medium,2,,Provided,,,,"IGF::CL,CT::IGF SYSTEM INTEGRATOR FOR INCREMENT II OF INTEGRATED PERSONNEL AND PAY SYSTEM -- ARMY (IPPS-A)",,
GENMOD / VMOD (Network Modernization),GENMOD,Army,IT Ops,High,High,,W15QKN15C0049,W15QKN15C0049,,$526M,$526M,"$800,761,144.56 ",,,"$733,720,754.55 ","$35,755,164.88 ",16,,CACI,CACI,"CACI-ISS, LLC",EPPXR2P9KYU6,,Cisco/HPE; CommScope; Black Box,,2024–2029,2024,2029,5/18/2015,6/2/2025,5/18/2015,6/2/2025,6/2/2025,6/2/2025,,,,,,Pacific + CONUS,"CHANTILLY, VIRGINIA",,CHANTILLY,VIRGINIA,20151,UNITED STATES,541511,541511,,,D307,D307,,,NONE,,,“Base network modernization”,,Network installers; voice; cyber,,,,,,,,Not Queried,,Task Order,W6QK ACC-PICA,Department of the Army,W6DY PEO EIS,,,Secret,,Medium,2,,Provided,,,,"IGF::CL,CT::IGF SYSTEM INTEGRATOR FOR INCREMENT II OF INTEGRATED PERSONNEL AND PAY SYSTEM -- ARMY (IPPS-A)",,
GENMOD / VMOD 2 – Field Service Technicians,VMOD 2,Army,IT Ops,Medium,Medium,,W15QKN15C0049,W15QKN15C0049,,,"$800,761,144.56 ","$800,761,144.56 ",,,"$733,720,754.55 ","$35,755,164.88 ",16,,CACI,CACI,"CACI-ISS, LLC",EPPXR2P9KYU6,,,,2024+,2024,,5/18/2015,6/2/2025,5/18/2015,6/2/2025,6/2/2025,6/2/2025,,,,,,CONUS posts,"CHANTILLY, VIRGINIA",,CHANTILLY,VIRGINIA,20151,UNITED STATES,541511,541511,,,D307,D307,,,NONE,,,“CACI – VMOD 2 – Field Service Tech”,,Field service techs; voice/network modernization,,,,,,,,Not Queried,,Task Order,W6QK ACC-PICA,Department of the Army,W6DY PEO EIS,,,Secret,,Medium,2,,Provided,,,,"IGF::CL,CT::IGF SYSTEM INTEGRATOR FOR INCREMENT II OF INTEGRATED PERSONNEL AND PAY SYSTEM -- ARMY (IPPS-A)",,
Global Broadcast Service,GBS,DISA,C5ISR,Low,Low,,N0003022C2001,N0003022C2001,,,"$44,475,288.00 ","$44,475,288.00 ",,,"$421,512,821.00 ","$39,158,009,924,318.00 ",172,,L3Harris,L3Harris,L3HARRIS INTERSTATE ELECTRONICS CORPORATION,JYAPS9B2MKE9,,unknown (needs-scrape),,Multi-year,,,10/1/2021,9/8/2029,10/1/2021,9/8/2029,9/8/2029,9/8/2029,,,,,,Tampa FL; Hawaii; CONUS,"ANAHEIM, CALIFORNIA",,ANAHEIM,CALIFORNIA,92805,UNITED STATES,541330,541330,,,H914,H914,,,NONE,,,“SATCOM; GBS; MacDill”,,SATCOM engineer; RF tech; network admin,,,,,,,,Not Queried,,SATCOM PROGRAM,STRATEGIC SYSTEMS PROGRAMS,Department of the Navy,STRATEGIC SYSTEMS PROGRAMS,,,TS/SCI,,Medium,1,,Site priorities doc,,,,FLIGHT TEST INSTRUMENTATION SUPPORT AND SERVICES,,
Global Command and Control System – Joint,GCCS-J,DISA,C5ISR,Medium,Medium,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,GDIT; SAIC; Raytheon (likely subs),,Multi-year,,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Fort Meade MD; Scott AFB IL,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,“DISA; legacy C2 modernization”,,C2 engineers; SW dev; network ops,,,,,,,,Not Queried,,C2 SYSTEM,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,TS/SCI,,Low,0,,BD tracker reference,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Global Command and Control System – Joint (Variant),GCCS-J,DISA,C5ISR,Medium,Medium,,HHSN261200800001E,HHSN261200800001E,,$400M,$400M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,GDIT; SAIC,,2019–2027,2019,2027,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,Suffolk VA,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“C2; Command & Control”,,SW dev; systems engineering,,,,,,,,Not Queried,,IDIQ,,,,,,Secret,,Low,0,,Apex Systems DISA support,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
Global Network Operations (DISA GSM-O II),GSM-O II,DISA,Cyber,High,High,,NNJ09HD46C,NNJ09HD46C,,$6.5B,$6.5B,"$1,464,453,127.00 ",,,"$1,306,805,321.14 ",,,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,Insight Global; Apex Systems,,10 years,,,11/7/2008,2/28/2018,11/7/2008,2/28/2018,2/28/2018,2/28/2018,,,,,,Scott AFB IL; Ft Meade MD; OCONUS nodes,"HOUSTON, TEXAS",,HOUSTON,TEXAS,77058,UNITED STATES,541712,541712,,,AR45,AR45,,,NONE,,,“24×7 NOC; JRSS; OCONUS ops”,,NOC ops; network engineers; cyber analysts; ServiceNow,,,,,,,,Not Queried,,IDIQ,,,,,,"Secret, TS/SCI",,Medium,1,,“Provided NOC techs… subs for surge”,,,,"THE FACILITIES DEVELOPMENT AND OPERATIONS CONTRACT(FDOC) SPECIFIES TECHNICAL, MANAGERIAL, AND ADMINSTRATIVE WORK NEEDED TO ENSURE THE AVAILABLITITY, INTEGRITY, AND RELIABILITY OF MISSIONOPERATIONS FACILITES SUPPORTING NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) HUMAN SPACE FLIGHT (HSF) PROGRAMS REQUIRING MISSION OPERATIONS SUPPORT. THE OBJECTIVE OF THIS CONTRACT IS TO CONSOLIDATE EFFORTS ACROSS THE FACILITIES COVERED UNDER FODOC IN ORDER TO MAXIMIZE SYNERGY FOR HARDWARE AND SOFTWARE DEV",,
Global Network Operations II (PTS Subcontract),GSM-O II,DISA,IT Ops,High,High,,NNJ09HD46C,NNJ09HD46C,,$6.5B,$6.5B,"$1,464,453,127.00 ",,,"$1,306,805,321.14 ",,,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,PTS,,Multi-year,,,11/7/2008,2/28/2018,11/7/2008,2/28/2018,2/28/2018,2/28/2018,,,,,,Scott AFB; Ft Meade; Hill AFB; Honolulu HI,"HOUSTON, TEXAS",,HOUSTON,TEXAS,77058,UNITED STATES,541712,541712,,,AR45,AR45,,,NONE,,,“PTS placed NOC Manager at Scott AFB”,,NOC techs; cyber analysts; ServiceNow devs,,,,,,,,Not Queried,,IDIQ,,,,,,Top Secret,,Medium,1,,Row text,,,,"THE FACILITIES DEVELOPMENT AND OPERATIONS CONTRACT(FDOC) SPECIFIES TECHNICAL, MANAGERIAL, AND ADMINSTRATIVE WORK NEEDED TO ENSURE THE AVAILABLITITY, INTEGRITY, AND RELIABILITY OF MISSIONOPERATIONS FACILITES SUPPORTING NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) HUMAN SPACE FLIGHT (HSF) PROGRAMS REQUIRING MISSION OPERATIONS SUPPORT. THE OBJECTIVE OF THIS CONTRACT IS TO CONSOLIDATE EFFORTS ACROSS THE FACILITIES COVERED UNDER FODOC IN ORDER TO MAXIMIZE SYNERGY FOR HARDWARE AND SOFTWARE DEV",,
Global Service Management – Operations II,GSM-O II,DISA,Cyber,High,High,,89243318CFE000003,89243318CFE000003,,$6.52B,$6.52B,"$1,200,000,000.00 ",,,"$960,260,804.00 ","$2,744,055,450.08 ",2244,,Leidos,Leidos,"LEIDOS, INC.",MYKLJHTX3MM7,,Insight Global; Apex Systems,,2019–2028,2019,2028,12/31/2018,12/30/2028,12/31/2018,12/30/2028,12/30/2028,12/30/2028,,,,,,Scott AFB; Ft Meade; OCONUS,"MORGANTOWN, WEST VIRGINIA",,MORGANTOWN,WEST VIRGINIA,26507,UNITED STATES,541715,541715,,,R425,R425,,,NONE,,,“24×7 DoDIN cyber ops”,,NOC tech; cyber ops; network engr; ServiceNow,,,,,,,,Not Queried,,IDIQ,NATIONAL ENERGY TECHNOLOGY LABORATORY,Department of Energy,FOSSIL ENERGY AND CARBON MANAGEMENT,,,TS/SCI,,Medium,1,,Provided quote,,,,RESEARCH SUPPORT SERVICES (RSS),,
Global Service Mgmt – Ops II (variant),GSM-O II,DISA,IT Ops,Medium,Medium,,89243318CFE000003,89243318CFE000003,,$6.5B,$6.5B,"$1,200,000,000.00 ",,,"$960,260,804.00 ","$2,744,055,450.08 ",2244,,Leidos,Leidos,"LEIDOS, INC.",MYKLJHTX3MM7,,AT&T; Verizon; Parsons; staff aug vendors,,2018–2028,2018,2028,12/31/2018,12/30/2028,12/31/2018,12/30/2028,12/30/2028,12/30/2028,,,,,,Scott AFB; Ft Meade; global,"MORGANTOWN, WEST VIRGINIA",,MORGANTOWN,WEST VIRGINIA,26507,UNITED STATES,541715,541715,,,R425,R425,,,NONE,,,“DoDIN operations”,,NOC; cyber ops; servicedesk; ServiceNow,,,,,,,,Not Queried,,IDIQ,NATIONAL ENERGY TECHNOLOGY LABORATORY,Department of Energy,FOSSIL ENERGY AND CARBON MANAGEMENT,,,"Secret, TS/SCI",,Medium,1,,Provided,,,,RESEARCH SUPPORT SERVICES (RSS),,
Global Solutions Management – Operations II,GSMO II,DISA,C5ISR,Medium,Medium,,NNJ09HD46C,NNJ09HD46C,,,"$1,464,453,127.00 ","$1,464,453,127.00 ",,,"$1,306,805,321.14 ",,,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,CACI; SAIC; small SB partners,,2021–2031,2021,2031,11/7/2008,2/28/2018,11/7/2008,2/28/2018,2/28/2018,2/28/2018,,,,,,Scott AFB; Ft Meade; Hill AFB,"HOUSTON, TEXAS",,HOUSTON,TEXAS,77058,UNITED STATES,541712,541712,,,AR45,AR45,,,NONE,,,“DISA; GSMO; Leidos”,,Network engineers; systems admins; helpdesk,,,,,,,,Not Queried,,IDIQ,,,,,,"Secret, Top Secret",,Medium,1,,Provided,,,,"THE FACILITIES DEVELOPMENT AND OPERATIONS CONTRACT(FDOC) SPECIFIES TECHNICAL, MANAGERIAL, AND ADMINSTRATIVE WORK NEEDED TO ENSURE THE AVAILABLITITY, INTEGRITY, AND RELIABILITY OF MISSIONOPERATIONS FACILITES SUPPORTING NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) HUMAN SPACE FLIGHT (HSF) PROGRAMS REQUIRING MISSION OPERATIONS SUPPORT. THE OBJECTIVE OF THIS CONTRACT IS TO CONSOLIDATE EFFORTS ACROSS THE FACILITIES COVERED UNDER FODOC IN ORDER TO MAXIMIZE SYNERGY FOR HARDWARE AND SOFTWARE DEV",,
GMD Weapon System (Ground C2),GWS (GMD),MDA,C5ISR,High,High,,HQ085621C0003,HQ085621C0003,,$3.3B,$3.3B,"$3,936,086,486.00 ",,,"$2,395,436,919.18 ","$1,607,946,416.57 ",234,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,,Raytheon; GD; Bechtel; others,,2022–2027,2022,2027,3/25/2021,12/31/2028,3/25/2021,12/31/2028,12/31/2028,12/31/2028,,,,,,Huntsville AL; Schriever SFB; Ft Greely AK,"CHANDLER, ARIZONA",,CHANDLER,ARIZONA,85286,UNITED STATES,541715,541715,,,AC13,AC13,,,NONE,,,“GMD Weapon System… $3.3B… weapon system integrator”,,SW sustainment; BMC3; test engineers,,,,,,,,Not Queried,,IDIQ,MISSILE DEFENSE AGENCY (MDA),Missile Defense Agency,MISSILE DEFENSE AGENCY (MDA),,,"Secret, Top Secret",,Medium,2,,Provided,,,,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",,
GMD Weapon System Modernization,GWS (GMD),MDA,C5ISR,High,High,,HQ085621C0003,HQ085621C0003,,$3.3B,$3.3B,"$3,936,086,486.00 ",,,"$2,395,436,919.18 ","$1,607,946,416.57 ",234,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,,"Raytheon (BMC3), GD, Bechtel",,2022–2027,2022,2027,3/25/2021,12/31/2028,3/25/2021,12/31/2028,12/31/2028,12/31/2028,,,,,,Huntsville AL; Schriever SFB; Ft Greely AK; Vandenberg SFB,"CHANDLER, ARIZONA",,CHANDLER,ARIZONA,85286,UNITED STATES,541715,541715,,,AC13,AC13,,,NONE,,,Homeland missile defense,,SW engineering; modeling & simulation; cyber; C2,,,,,,,,Not Queried,,IDIQ,MISSILE DEFENSE AGENCY (MDA),Missile Defense Agency,MISSILE DEFENSE AGENCY (MDA),,,"Secret, TS/SCI",,High,4,,Provided row text,,,,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",,
Golden Dome,Golden Dome,DoD,C5ISR,Low,Low,,,,,,,,,,,,,,,,,,,,,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,“GOLDEN DOME”,,C2/IT; mission system support,,,,,,,,,,RECOMPETE,,,,,,Secret,,,,,Provided,,,,,,
GPS Next-Gen Operational Control System,GPS OCX,Space Force,IT Ops,High,High,,FA880710C0001,FA880710C0001,,$7.6B,$7.6B,"$810,344,216.82 ",,,"$4,401,448,778.90 ",,,,Raytheon Intelligence & Space,Raytheon Intelligence & Space,RAYTHEON COMPANY,JLWLJXQ3M995,,Insight Global; Apex Systems (staff aug),,"2010–2024 (dev), then sustainment",2010,2024,2/25/2010,3/31/2026,2/25/2010,3/31/2026,3/31/2026,3/31/2026,,,,,,Colorado Springs CO (Schriever SFB),"AURORA, COLORADO",,AURORA,COLORADO,80011,UNITED STATES,541712,541712,,,AC27,AC27,,,NONE,,,“GPS OCX… cost overruns… provisional acceptance 2023”,,Software engineers; cyber analysts; helpdesk,,,,,,,,Not Queried,,R&D,FA8807 MIL COMM AND PNT SSC/CGK,Department of the Air Force,F2TSJA SMC GP,,,"Secret, Top Secret",,High,6,,Row text,,,,ADVANCED CONTROL SEGMENT PHASE B BLOCKS 1 AND 2,,
GPS Operational Control System (sustainment),GPS OCX,Space Force,IT Ops,High,High,,FA880710C0001,FA880710C0001,,$7.7B,$7.7B,"$810,344,216.82 ",,,"$4,401,448,778.90 ",,,,Raytheon,Raytheon,RAYTHEON COMPANY,JLWLJXQ3M995,,GDIT; Infinity; Braxton (historical); IBM tools,,2010–2024+,2010,2024,2/25/2010,3/31/2026,2/25/2010,3/31/2026,3/31/2026,3/31/2026,,,,,,Aurora CO; Schriever SFB,"AURORA, COLORADO",,AURORA,COLORADO,80011,UNITED STATES,541712,541712,,,AC27,AC27,,,NONE,,,“GPS ground control”,,SW dev/test; IA; cyber; sustainment,,,,,,,,Not Queried,,R&D,FA8807 MIL COMM AND PNT SSC/CGK,Department of the Air Force,F2TSJA SMC GP,,,"Secret, Top Secret",,High,3,,Provided,,,,ADVANCED CONTROL SEGMENT PHASE B BLOCKS 1 AND 2,,
GRASP (Raytheon/Peraton),GRASP,DoD,Professional Services,Medium,Medium,,80GSFC19C0063,80GSFC19C0063,,,"$1,800,000,000.00 ","$1,800,000,000.00 ",,,"$1,414,704,681.90 ","$637,927,785.30 ",1514,,Peraton,Peraton,PERATON INC.,ZBPQEJVECCT4,,,,Multi-year,,,10/1/2019,3/31/2026,10/1/2019,3/31/2026,3/31/2026,3/31/2026,,,,,,Secret,"HERNDON, VIRGINIA",,HERNDON,VIRGINIA,20170,UNITED STATES,517919,517919,,,D318,D318,,,NONE,,,C5ISR,,“GRASP”,,,,,,,,Not Queried,,PROGRAM,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,,,Secret,,Low,0,,Medium,,,,THE EXPLORATION AND SPACE COMMUNICATIONS PROJECTS DIVISION (ESC) IS A NATIONAL RESOURCE LOCATED AT GODDARD SPACE FLIGHT CENTER (GSFC) WHICH ENABLES SCIENTIFIC DISCOVERY AND SPACE EXPLORATION BY PROVIDING INNOVATIVE AND MISSION-EFFECTIVE SPACE COMMUNICATIONS AND NAVIGATION SOLUTIONS TO A LARGE COMMUNITY OF DIVERSE CUSTOMERS.  ESC MANAGES OPERATIONAL GEOSTATIONARY COMMUNICATIONS RELAY SATELLITES AND GROUND SYSTEMS FOR THE SPACE COMMUNICATIONS AND NAVIGATION (SCAN) PROGRAM AT NASA HEADQUARTERS.  TO,,
Ground Based Strategic Deterrent / Sentinel,GBSD / Sentinel,Air Force,C5ISR,High,High,,FA821920C0006,FA821920C0006,,$13.3B,$13.3B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Apex Systems; Insight Global; TEKsystems; Belcan; Iron Eagle X; Prime TS,,2020–2039,2020,2039,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Hill AFB; Ogden UT; Roy UT; Colorado Springs; Promontory UT,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,“Sentinel ICBM modernization”,,Systems engineers; MBSE; SW engineers; cyber; test; logistics,,,,,,,,Not Queried,,IDIQ,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, Top Secret",,High,6,,GBSD BD strategy,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Ground-Based Interceptor,GBI,MDA,Weapon Systems,Medium,Medium,,HQ085621C0003,HQ085621C0003,,Multi-$B,Multi-$B,"$3,936,086,486.00 ",,,"$2,395,436,919.18 ","$1,607,946,416.57 ",234,,Boeing (lead),Boeing (lead),NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,,Northrop (EKV/CVKV),,Ongoing,,Ongoing,3/25/2021,12/31/2028,3/25/2021,12/31/2028,12/31/2028,12/31/2028,,,,,,Vandenberg; Ft Greely,"CHANDLER, ARIZONA",,CHANDLER,ARIZONA,85286,UNITED STATES,541715,541715,,,AC13,AC13,,,NONE,,,“GBI”,,Missile ops; missile engineers,,,,,,,,Not Queried,,SUSTAINMENT,MISSILE DEFENSE AGENCY (MDA),Missile Defense Agency,MISSILE DEFENSE AGENCY (MDA),,,"Secret, Top Secret",,High,3,,Provided,,,,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",,
Ground-Based Midcourse Defense,GMD,MDA,C5ISR,High,High,,HQ085621C0003,HQ085621C0003,,Multi-$B,Multi-$B,"$3,936,086,486.00 ",,,"$2,395,436,919.18 ","$1,607,946,416.57 ",234,,Boeing (prime); Northrop & Raytheon (NGI),Boeing (prime); Northrop & Raytheon (NGI),NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,,Northrop; Raytheon; others,,1998–Present,1998,Ongoing,3/25/2021,12/31/2028,3/25/2021,12/31/2028,12/31/2028,12/31/2028,,,,,,Fort Greely; Vandenberg; Schriever,"CHANDLER, ARIZONA",,CHANDLER,ARIZONA,85286,UNITED STATES,541715,541715,,,AC13,AC13,,,NONE,,,“GMD national BMD; Next-Gen Interceptor program; multi-contract”,,Missile defense engineers; radar techs; C2 analysts,,,,,,,,Not Queried,,MULTI-CONTRACT PROGRAM,MISSILE DEFENSE AGENCY (MDA),Missile Defense Agency,MISSILE DEFENSE AGENCY (MDA),,,"Secret, Top Secret",,High,9,,Provided,,,,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",,
Ground-Based Strategic Deterrent,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,Multi-$B,Multi-$B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Aerojet Rocketdyne; Lockheed Martin,,Ongoing,,Ongoing,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy UT; Hill AFB UT; Redondo Beach CA,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,"“Sentinel, LGM-35A, GBSD”",,Systems engineers; cybersecurity; SW dev; logistics engineers,,,,,,,,Not Queried,,ICBM MODERNIZATION CONTRACT,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,9,,“Northrop Grumman Sentinel Execution Strategy Guide”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Ground-Based Strategic Deterrent (Sentinel),GBSD (Sentinel),Air Force,C5ISR,High,High,,FA821920C0006,FA821920C0006,,Multi-$B,Multi-$B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Insight Global; TEKsystems; various cleared staffing vendors,,2020s–2030s,2020,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Hill AFB; Offutt AFB (nuclear C3 analysts),"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,“Long-open M&S engineer role… competitors struggling to fill”,,MBSE; Systems Eng; ISSO/ISSM; Configuration Mgmt,,,,,,,,Not Queried,,R&D,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,6,,“IG had M&S open 6+ months… PTS can supply MBSE quickly”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
GSA Alliant 2,Alliant 2,DoD,IT Ops,High,High,,,,,$82.5B,$82.5B,,,,,,,,40+ primes,40+ primes,,,,Numerous,,2018–2028,2018,2028,,,2018,2028,,,,,,,,Government-wide,,,,,,,,,,,,,,,,,,“Alliant 2… used heavily by DoD… 40+ primes”,,IT solutions; dev; ops; cloud,,,,,,,,Not Queried,,GWAC,,,,,,Secret,,,,,Provided,,,,,,
GSA Alliant 2 GWAC,Alliant 2,DoD,Professional Services,High,High,,,,,$82.5B,$82.5B,,,,,,,,~40 primes,~40 primes,,,,Many IT staffing subs,,2018–2028,2018,2028,,,2018,2028,,,,,,,,Government-wide,,,,,,,,,,,,,,,,,,“Used heavily by DoD agencies; myriad subcontractors”,,IT developers; engineers; cloud engineers,,,,,,,,Not Queried,,GWAC,,,,,,Secret,,,,,Provided,,,,,,
GSA Alliant 2/3 GWAC,Alliant 2/3,DoD,IT Ops,Medium,Medium,,,,,,,,,,,,,,Multiple primes,Multiple primes,,,,Many integrators & staffing firms,,Multi-year,,,,,,,,,,,,,,Federal agencies nationwide,,,,,,,,,,,,,,,,,,“Alliant 2/3 cited as GWAC for IT/cyber services”,,Enterprise IT; cloud; cyber; software,,,,,,,,Not Queried,,GWAC,,,,,,"Public Trust, Secret, Top Secret",,,,,Provided,,,,,,
GSA ASTRO,ASTRO,DoD,C5ISR,Medium,Medium,,,,,,,,,,,,,,Dozens of primes,Dozens of primes,,,,Numerous,,2021–2031,2021,2031,,,2021,2031,,,,,,,,DoD domains (Ops/R&D/Maintenance),,,,,,,,,,,,,,,,,,“ASTRO unlimited value… >$100B expected”,,Ops; R&D; maintenance; dev,,,,,,,,Not Queried,,GWAC,,,,,,Secret,,,,,Provided,,,,,,
GSA ASTRO (multiple pools),ASTRO,DoD,R&D,Medium,Medium,,,,,,,,,,,,,,Multiple,Multiple,,,,Multiple,,2021–2031,2021,2031,,,2021,2031,,,,,,,,CONUS/OCONUS,,,,,,,,,,,,,,,,,,“Manned/unmanned systems”,,Ops; R&D; maintenance; unmanned systems,,,,,,,,Not Queried,,IDIQ,,,,,,Secret,,,,,Provided,,,,,,
GSA ASTRO (pool-level entry),ASTRO,DoD,Professional Services,Medium,Medium,,,,,,,,,,,,,,Multiple primes,Multiple primes,,,,Dozens of subs,,2021–2031,2021,2031,,,2021,2031,,,,,,,,CONUS/OCONUS,,,,,,,,,,,,,,,,,,"“robotics, unmanned systems”",,O&M techs; R&D engineers; robotics,,,,,,,,Not Queried,,IDIQ,,,,,,Top Secret,,,,,Provided,,,,,,
