budget_program_name,budget_amount,fiscal_year,budget_type
Special Programs - MDA,310261000.0,2015,R-1
End Item Industrial Preparedness Activities,76225000.0,2015,R-1
JOINT SERVICE SMALL ARMS PROGRAM,6853000.0,2015,R-1
Combat Vehicle Improvement Programs,295177000.0,2015,R-1
Landmine Warfare and Barrier - Adv Dev,4089000.0000000005,2015,R-1
Next Generation Jammer (NGJ),246856000.0,2015,R-1
SOF Weapons Systems,12744000.0,2015,R-1
WIDEBAND GLOBAL SATCOM (SPACE),31425000.0,2015,R-1
Navy Space & Electr Warfare Supt,2505000.0,2015,R-1
Shared Early Warning (SEW),1212000.0,2015,R-1
MK-48 ADCAP,25952000.0,2015,R-1
(U)SPECIAL PROCESSES,25109000.0,2015,R-1
Advanced Innovative Technologies,190000000.0,2015,R-1
Logistics and Engineer Equipment - Eng Dev,24581000.0,2015,R-1
(U)Advanced Missile Defense Radar (AMDR) System,144706000.0,2015,R-1
TRACTOR CAGE,11105000.0,2015,R-1
RQ-11 UAV,718000.0,2015,R-1
F/A-18 Squadrons,76216000.0,2015,R-1
DoD Cyber Crime Center,288000.0,2015,R-1
DCAPES,821000.0,2015,R-1
LPD-17 Class Systems Integration,376000.0,2015,R-1
AVIATION ADVANCED TECHNOLOGY,88990000.0,2015,R-1
Defense Retired and Annuitant Pay System 2 (DRAS),10135000.0,2015,R-1
H-1 Upgrades,44115000.0,2015,R-1
KC-46,776937000.0,2015,R-1
ARMY KWAJALEIN ATOLL,176041000.0,2015,R-1
Teleport Program,2697000.0,2015,R-1
MQ-1 Gray Eagle UAV,46472000.0,2015,R-1
International Intelligence Technology and Architectures,4363000.0,2015,R-1
Weather System Follow-on,39901000.0,2015,R-1
(U)RETRACT LARCH,25365000.0,2015,R-1
TARGET SYSTEMS DEVELOPMENT,10040000.0,2015,R-1
Navy Strategic Comms,13676000.0,2015,R-1
CV-22,46705000.0,2015,R-1
Net Centricity,23984000.0,2015,R-1
TRACTOR JUTE,54000.0,2015,R-1
Modeling & Simulation Support,4719000.0,2015,R-1
Operational Test Activities and Analyses,48013000.0,2015,R-1
Cyber Security Initiative,961000.0,2015,R-1
Integrated Base Defense - Operational System Dev,4364000.0,2015,R-1
(U)Precision Strike Weapons Development Program,2257000.0,2015,R-1
Precision Tracking Space System,315393000.0,2015,R-1
Security and Investigative Activities,498000.0,2015,R-1
Intelligence Equipment,736000.0,2015,R-1
Standards Development,53712000.0,2015,R-1
Counterdrug RDT&E Projects,500000.0,2015,R-1
Space and Missile Center (SMC) Civilian Workforce,181727000.0,2015,R-1
Electronic Warfare Development,6002000.0,2015,R-1
WWMCCS/Global Command and Control System,2151000.0,2015,R-1
Other Flight Training,987000.0,2015,R-1
(U)Ground/Air Task Oriented Radar (G/ATOR),99106000.0,2015,R-1
Advanced Submarine System Development,70551000.0,2015,R-1
Tactical Airborne Control Systems,3754000.0,2015,R-1
Weapons and Munitions Advanced Technology,57931000.0,2015,R-1
ELECTRONICS TECHNOLOGY,179203000.0,2015,R-1
Advanced Research,16584000.0,2015,R-1
Systems Engineering,44246000.0,2015,R-1
TRACTOR EGGS,2406000.0,2015,R-1
Army Tactical Command & Control Hardware & Software,29683000.0,2015,R-1
Standard Missile Improvements,53198000.0,2015,R-1
Advanced IT Services Joint Program Office (AITS-JPO),25459000.0,2015,R-1
Space Based Infrared System (SBIRS) High EMD,319501000.0,2015,R-1
MEDIUM TACTICAL VEHICLES,210000.0,2015,R-1
Defense Rapid Innovation Program,175000000.0,2015,R-1
Advanced Combat Systems Tech,1646000.0,2015,R-1
THREAT SIMULATOR DEVELOPMENT,18062000.0,2015,R-1
Wide Area Surveillance,53000000.0,2015,R-1
F-15E Squadrons,261969000.0,2015,R-1
Army Modeling & Sim X-Cmd Collaboration & Integ,1125000.0,2015,R-1
AMF Joint Tactical Radio System (JTRS),6882000.0,2015,R-1
Rocket Systems Launch Program (SPACE),34364000.0,2015,R-1
"Chemical, Smoke and Equipment Defeating Technology",3971000.0,2015,R-1
Information Warfare Support,6373000.0,2015,R-1
"R&D in Support of DOD Enlistment, Testing and Evaluation",8452000.0,2015,R-1
(U)MARINE CORPS DATA SYSTEMS,215000.0,2015,R-1
Surface & Shallow Water MCM,100349000.0,2015,R-1
Distributed Common Ground/Surface Systems,20155000.0,2015,R-1
"Assured Positioning, Navigation and Timing (PNT)",9930000.0,2015,R-1
Navy Warfighting Exp & Demo,53956000.0,2015,R-1
Advanced Hawkeye,193200000.0,2015,R-1
BIOMEDICAL TECHNOLOGY,112242000.0,2015,R-1
NATO Research and Development,2954000.0,2015,R-1
Joint FIRES Integration and Interoperability Team,7102000.0,2015,R-1
Humanitarian De-mining,10194000.0,2015,R-1
Air & Space Ops Center,58861000.0,2015,R-1
Marine Corps Lndg Force Tech,45831000.0,2015,R-1
Nuclear Weapons Modernization,198357000.0,2015,R-1
MQ-9 UAV,170396000.0,2015,R-1
(U)ASE Self Protection Optimization,8032999.999999999,2015,R-1
JT Non-Lethal Wpns Tech Dev,11506000.0,2015,R-1
Air & Space Ops Center 10.2 RDT&E,85938000.0,2015,R-1
Agile Transportation for the 21st Century (AT21) Theater Capability,2544000.0,2015,R-1
Joint Automated Deep Operation Coordination System (JADOCS),24371000.0,2015,R-1
Small Business Innovation Research (SBIR)/Small Business Technology Transfer (STTR),1634000.0,2015,R-1
NAVSTAR Global Positioning System (User Equipment) (SPACE),156659000.0,2015,R-1
Tactical Unmanned Aer Vehicles,8505000.0,2015,R-1
NextGen JSTARS,73088000.0,2015,R-1
Soldier Systems - Warrior Dem/Val,6157000.0,2015,R-1
Warfighter Sustainment Applied Res,46923000.0,2015,R-1
Region/Sector Operation Control Center Modernization Program,1522000.0,2015,R-1
Directed Energy Research,66266999.99999999,2015,R-1
Other Missile Product Improvement Programs,49848000.0,2015,R-1
SMALL BUSINESS INNOVATIVE RESEARCH (SBIR),14662000.0,2015,R-1
Discrimination Sensor Technology,45110000.0,2015,R-1
Navy Logistic Productivity,3873000.0,2015,R-1
(U)RETRACT MAPLE,376028000.0,2015,R-1
Joint Systems Architecture Development,3092000.0,2015,R-1
Strategic Sub & Wpns Sys Supt,96943000.0,2015,R-1
JOINT SERVICE SMALL ARMS PROGRAM,7321000.0,2015,R-1
RDT&E Science & Tech Mgmt,73033000.0,2015,R-1
SOF Soldier Protection and Survival Systems,10916000.0,2015,R-1
Integrated Broadcast Service,79000.0,2015,R-1
Environmental Information Tech Modernization,280000.0,2015,R-1
Live Fire Test and Evaluation (LFT&E),45142000.0,2015,R-1
Technology Transfer,2669000.0,2015,R-1
Aviation Systems,164233000.0,2015,R-1
Air/Ocean Tactical Applications,40429000.0,2015,R-1
Information Systems Security Program,18000.0,2015,R-1
Medical Materiel/Medical Biological Defense Equipment - Eng Dev,30397000.0,2015,R-1
Radiological Control,669000.0,2015,R-1
"Armed, Deployable Helos",69807000.0,2015,R-1
AIR TRAFFIC CONTROL,16764000.0,2015,R-1
Marine Corps Comms Systems,77398000.0,2015,R-1
ALL SOURCE ANALYSIS SYSTEM,5532000.0,2015,R-1
RQ-11 UAV,2320000.0,2015,R-1
Minuteman Squadrons,139109000.0,2015,R-1
Small Business Innovative Research,10446000.0,2015,R-1
Space Situation Awareness Systems,9462000.0,2015,R-1
Medical Development,8287000.000000001,2015,R-1
CV-22,38719000.0,2015,R-1
Infantry Support Weapons,27884000.0,2015,R-1
Joint Electronic Advanced Technology,10965000.0,2015,R-1
Minimum Essential Emergency Communications Network (MEECN),12671000.0,2015,R-1
Patriot Product Improvement,152991000.0,2015,R-1
ENTEPRISE INFORMATION SERVICES (EIS),4938000.0,2015,R-1
Army Space Systems Integration,13999000.0,2015,R-1
Tactical Cryptologic Systems,10357000.0,2015,R-1
Distributive Interactive Simulations (DIS) - Eng Dev,10027000.0,2015,R-1
V-22A,61249000.0,2015,R-1
Net-Centric Enterprise Services (NCES),3774000.0,2015,R-1
Surface Ship Torpedo Defense,52781000.0,2015,R-1
Weapons and Munitions Technology,38069000.0,2015,R-1
Life Support Systems,8854000.0,2015,R-1
Aviation Ground Support Equipment,10041000.0,2015,R-1
Navy Tactical Computer Resources,3935000.0,2015,R-1
(U)RQ-21A,8192000.0,2015,R-1
Aircraft Modifications/Product Improvement Programs,264887000.0,2015,R-1
Precision Attack Systems Procurement,1081000.0,2015,R-1
Global Air Traffic Management (GATM),4157000.0,2015,R-1
Applied Research for the Advancement of S&T Priorities,41965000.0,2015,R-1
Acquisition and Management Support,18644000.0,2015,R-1
MILSATCOM Terminals,55208000.0,2015,R-1
Wideband Global SATCOM RDT&E (Space),10438000.0,2015,R-1
Polar MILSATCOM (SPACE),103552000.0,2015,R-1
Adv Field Artillery Tactical Data System,22374000.0,2015,R-1
SOF Tactical Vehicles,3672000.0,2015,R-1
Cyber Operations Technology Development,4938000.0,2015,R-1
Anti-Tamper Technology Executive Agency,34815000.0,2015,R-1
Ballistic Missile Defense Joint Warfighter Support,46387000.0,2015,R-1
Integrated Personnel and Pay System-Army (IPPS-A),138465000.0,2015,R-1
Marine Corps IT Dev/Mod,2887000.0,2015,R-1
Tech Transition Program,59004000.0,2015,R-1
JT Service EOD,8985000.0,2015,R-1
Budget and Program Assessments,4099999.9999999995,2015,R-1
(U)RETRACT JUNIPER,80477000.0,2015,R-1
Ship Self Def (Engage: Soft Kill/EW),134564000.0,2015,R-1
Human Social Culture Behavior (HSCB) Modeling Research and Engineering,2000000.0,2015,R-1
Concepts Experimentation Program,19439000.0,2015,R-1
Defense Technology Analysis,12105000.0,2015,R-1
Industrial Preparedness Manufacturing Technology (IP ManTech),22366000.0,2015,R-1
Industrial Preparedness,37169000.0,2015,R-1
Agile Combat Support,46340000.0,2015,R-1
E-4B National Airborne Operations Center (NAOC),28778000.0,2015,R-1
Tactical Electronic Surveillance System - Adv Dev,8953000.0,2015,R-1
Artillery Munitions - EMD,8205000.0,2015,R-1
Aerospace Sensors,118343000.0,2015,R-1
Countering Weapons of Mass Destruction (CWMD) Systems,46066000.0,2015,R-1
(U)Virginia Payload Module (VPM,132602000.0,2015,R-1
Special Programs,20908000.0,2015,R-1
SPACE PROGRAMS AND TECHNOLOGY,179883000.0,2015,R-1
Joint Integration & Interoperability,11968000.0,2015,R-1
F-35 - EMD,4976000.0,2015,R-1
Historically Black Colleges and Universities and Minority Institutions,24412000.0,2015,R-1
NATO AGS,232851000.0,2015,R-1
Endurance Unmanned Aerial Vehicles,1000000.0,2015,R-1
Intercontinental Ballistic Missile - EMD,112760000.0,2015,R-1
General Support to OUSD(I),2855000.0,2015,R-1
ADVANCED TANK ARMAMENT SYSTEM (ATAS),49963000.0,2015,R-1
BMD Enabling Programs,410863000.0,2015,R-1
Prompt Global Strike Capability Development,70762000.0,2015,R-1
Human Social Culture Behavior (HSCB) Modeling Applied Research,2000000.0,2015,R-1
MQ-9 Unmanned Aerial Vehicle,9702000.0,2015,R-1
Electronic Warfare Technology,18502000.0,2015,R-1
Small Business Innovative Research - MDA,68858000.0,2015,R-1
"Readiness Training Ranges, Operations and Maintenance",285000.0,2015,R-1
Small Business Innovation Research,4454000.0,2015,R-1
Information Technology Development,12530000.0,2015,R-1
Strat War Planning System - USSTRATCOM,35603000.0,2015,R-1
Training System Aircraft,25153000.0,2015,R-1
Missile/Air Defense Product Improvement Program,5115000.0,2015,R-1
A-10 Squadrons,9614000.0,2015,R-1
Special Operations CV-22 Development,525876000.0,2015,R-1
Data to Decisions Advanced Technology,9217000.0,2015,R-1
Global Combat Support System,14241000.0,2015,R-1
TACTICAL UNMANNED GROUND VEHICLE,6770000.0,2015,R-1
Biometrics Enabled Intelligence,1974000.0,2015,R-1
Small Business Innovation Research,318816000.0,2015,R-1
JT Strike Fighter (JSF) - EMD,516456000.0,2015,R-1
Integrated Surveillance System,39371000.0,2015,R-1
Night Vision Systems Advanced Development,3052000.0,2015,R-1
High Energy Laser Research,37496000.0,2015,R-1
Countermine Systems,25939000.0,2015,R-1
Common Picture Applied Research,43541000.0,2015,R-1
(U)Unman Carrier Launch A/B Surv & Strk(UCLASS)Sys,403017000.0,2015,R-1
Nav Integrated Fire Control-Counter Air Sys Eng,15263000.0,2015,R-1
Combat Vehicle and Automotive Technology,72883000.0,2015,R-1
Ground Attack Weapons Fuze Development,17764000.0,2015,R-1
(U) MULTI-INTELLIGENCE SENSOR DEVELOPMENT,22559000.0,2015,R-1
Specialized Undergraduate Flight Training,13324000.0,2015,R-1
Homeland Defense Technology Transfer Program,2110000.0,2015,R-1
Warfighter Rapid Acquisition Process (WRAP) Rapid Transition Fund,4416000.0,2015,R-1
Test and Evaluation Support,689509000.0,2015,R-1
SATCOM Ground Environment (SPACE),11011000.0,2015,R-1
Full Combat Mission Training,8831000.0,2015,R-1
(U)Distributed Common Ground/Surface Systems,11613000.0,2015,R-1
AIRCRAFT CERTIFICATION,4700000.0,2015,R-1
Rapid Cyber Acquisition,4102000.0000000005,2015,R-1
(U)SMALL (LEVEL 0) TACTICAL UAS (STUASL0),4813000.0,2015,R-1
Counterspace Systems,23746000.0,2015,R-1
Logistics Research and Development Technology (Log R&D),16836000.0,2015,R-1
C-130J Program,26715000.0,2015,R-1
Air Control,29037000.0,2015,R-1
Satellite Control Network (SPACE),20806000.0,2015,R-1
Ship Contract Design/ Live Fire T&E,48470000.0,2015,R-1
Air/Ocean Equipment Engineering,2164000.0,2015,R-1
Israeli Cooperative Programs,96803000.0,2015,R-1
TROJAN - RH12,983000.0,2015,R-1
Intelligence Advanced Development,5408000.0,2015,R-1
Multi-Service Systems Engineering Initiative,6908000.0,2015,R-1
Submarine Tactical Warfare Sys,8044000.000000001,2015,R-1
Army Missle Defense Systems Integration,12797000.0,2015,R-1
F-16 Squadrons,133104999.99999999,2015,R-1
Multi-Mssn Helicopter Upgrade Dev,11434000.0,2015,R-1
(U)STRIKE WEAPONS DEVELOPMENT,13757000.0,2015,R-1
Meteorological Support to RDT&E Activities,6413000.0,2015,R-1
NETWORK-CENTRIC WARFARE TECHNOLOGY,386926000.0,2015,R-1
SOF Surface Craft,55796000.0,2015,R-1
Department of Defense Corrosion Program,2907000.0,2015,R-1
(U)LCS Mission Modules,196948000.0,2015,R-1
Army Evaluation Center,55039000.0,2015,R-1
Fleet Tactical Development,27281000.0,2015,R-1
Tank and Medium Caliber Ammunition,29334000.0,2015,R-1
Distributed Learning Advanced Technology Development (ADL),10692000.0,2015,R-1
Unmanned Aerial Systems (UAS) Payloads,2000000.0,2015,R-1
(U)Future Naval Capabilities Advanced Tech Dev,256144000.0,2015,R-1
Small Business Innovative Research,289841000.0,2015,R-1
Tact Air Dir Infrared CM (TADIRCM),5657000.0,2015,R-1
Armament/Ordnance Development,31112000.0,2015,R-1
E-2 Squadrons,1971000.0,2015,R-1
C4I Interoperability,63558000.0,2015,R-1
Advanced Medium Range Air-to-Air Missile (AMRAAM),82195000.0,2015,R-1
WMD Defeat Capabilities,6887000.0,2015,R-1
Counter Narcotics Technology Program Office,1540000.0,2015,R-1
SOF Technology Development,39750000.0,2015,R-1
Surface Combatant Cmbt Sys Eng,189112000.0,2015,R-1
Submunitions,2543000.0,2015,R-1
"Smoke, Obscurant and Target Defeating Sys-Adv Dev",2430000.0,2015,R-1
Information Technology Development,66316999.99999999,2015,R-1
Distributed Common Ground/Surface Systems,5286000.0,2015,R-1
General Fund Enterprise Business System (GFEBS),226000.0,2015,R-1
JT Cntr Radio Controlled IED Elec War (JCREW),15227000.0,2015,R-1
SOF Communications Equipment and Electronics Systems,119584000.0,2015,R-1
"Air Traffic Control, Approach, and Landing System (ATCALS)",23516000.0,2015,R-1
JT Non-Lethal Wpns Applied Res,5887000.0,2015,R-1
Joint Experimentation,12667000.0,2015,R-1
Airborne SIGINT Enterprise,106786000.0,2015,R-1
University and Industry Research Centers,102737000.0,2015,R-1
Conventional Munitions,7603000.0,2015,R-1
Weather Service,25102000.0,2015,R-1
Data to Decisions Applied Research,8605000.0,2015,R-1
Ship Prel Design & Feasibility Studies,23716000.0,2015,R-1
PAC-3/MSE Missile,35009000.0,2015,R-1
Aircraft Survivability Development,145409000.0,2015,R-1
SOF Rotary Wing Aviation,195814000.0,2015,R-1
Strategic Environmental Research and Development Program (SERDP),57796000.0,2015,R-1
Software Engineering Institute (SEI),15776000.0,2015,R-1
Support Systems Development,16209000.0,2015,R-1
Operational Enhancements,75253000.0,2015,R-1
Depot Maintenance (NON-IF),21168000.0,2015,R-1
Defense Readiness Reporting System (DRRS),5616000.0,2015,R-1
CHEMICAL/BIOLOGICAL DEFENSE (EMD),345883000.0,2015,R-1
Three Dimensional Long-Range Radar (3DELRR),88825000.0,2015,R-1
Elect Warfare Readiness Supt,22067000.0,2015,R-1
Arms Control Implementation,13222000.0,2015,R-1
National Capabilities Integration (MIP),15212000.0,2015,R-1
Environmental Quality Technology Mgmt Support,2612000.0,2015,R-1
Joint Staff Analytical Support (JSAS),10321000.0,2015,R-1
MEDICAL TECHNOLOGY,76068000.0,2015,R-1
Policy R&D Programs,7065000.0,2015,R-1
Next Generation Aegis Missile (Standard Missile-3 Block IIB (SM-3 IIB)),87408000.0,2015,R-1
Aviation Improvements,106936000.0,2015,R-1
Environmental Quality Technology - Dem/Val,7830000.0,2015,R-1
DEFENSE RESEARCH SCIENCES,312146000.0,2015,R-1
Soldier Support and Survivability,9602000.0,2015,R-1
C2ISR Tactical Data Link,1782000.0,2015,R-1
Aerospace Vehicle Technologies,105747000.0,2015,R-1
Aerospace Propulsion and Power Technology,124236000.0,2015,R-1
Rand Arroyo Center,20612000.0,2015,R-1
Ship Concept Advanced Design,17864000.0,2015,R-1
Marine Corps Assault Vehicles,105749000.0,2015,R-1
Distributed Common Ground/Surface Systems,27265000.0,2015,R-1
Center For Naval Analyses,45752000.0,2015,R-1
SMALL BUSINESS INNOVATIVE RESEARCH,169555000.0,2015,R-1
B-1B Squadrons,5353000.0,2015,R-1
Support to Networks and Information Integration,27901000.0,2015,R-1
Paladin Integrated Management (PIM),83300000.0,2015,R-1
Combat Vehicle and Automotive Advanced Technology,110031000.0,2015,R-1
Space & Elec War Surv/Recon,8324999.999999999,2015,R-1
Planning and Decision Aid System (PDAS),1842000.0,2015,R-1
"Command, Control, Communications Systems - Eng Dev",4433000.0,2015,R-1
Manpower/Personnel/Training Technology,23295000.0,2015,R-1
Human Effectiveness Applied Research,81957000.0,2015,R-1
(U)Joint Strike Fighter (JSF) - EMD,513020999.99999994,2015,R-1
Combat Training Ranges,10129000.0,2015,R-1
SOF Tactical Radio Systems,61253000.0,2015,R-1
DoD Modeling and Simulation Management Office,3000000.0,2015,R-1
Soldier Systems - Advanced Development,6830000.0,2015,R-1
Science and Technology (S&T) Analytic Assessments,12000000.0,2015,R-1
Marine Corps Program Wide Supt,17866000.0,2015,R-1
MATERIALS TECHNOLOGY,28006000.0,2015,R-1
(U)Future Naval Capabilities Applied Research,170786000.0,2015,R-1
Management HQ - R&D,49592000.0,2015,R-1
Technical Information Services,876000.0,2015,R-1
Space Application Advanced Technology,6883000.0,2015,R-1
Battle Mgmt Com & Ctrl Sensor Development,129247000.00000001,2015,R-1
Ballistic Missile Defense Terminal Defense Segment,299598000.0,2015,R-1
Joint Capability Technology Demonstration (JCTD),131960000.00000001,2015,R-1
ELECTRONICS AND ELECTRONIC DEVICES,56435000.0,2015,R-1
Sea Based X-Band Radar (SBX),64409000.00000001,2015,R-1
SSBN Security Tech Program,30057000.0,2015,R-1
MLRS PRODUCT IMPROVEMENT PROGRAM,17112000.0,2015,R-1
Guided Multiple-Launch Rocket System (GMLRS),45377000.0,2015,R-1
Combat Rescue and Recovery,5095000.0,2015,R-1
MISSILE TECHNOLOGY,46194000.0,2015,R-1
Next Generation Training & Simulation Systems,16748999.999999998,2015,R-1
