source,keyword,notice_id,title,agency,recipient,amount,posted_date,response_deadline,type,url
USAspending,Army,0139,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRAQ      !+000400000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !SERVICES                            !000 !NOT DISCERNABLE               !561210!E! !5!B!S! ! ! !99990909!B! ! !A! !A!U!R!2!003!B!  !Z!N!Z! !  !N!M!N! ! ! ! ! !A!A!000!A!B!N! ! ! ! !    !      !0001! !",Department of Defense,"KBR SERVICES, LLC",7865825758.15,2006-08-22,2012-12-30,Award,
USAspending,Army,DAAH2303C0345,TEST,Department of Defense,ARMY SUSTAINMENT LLC,3501851264.16,2003-10-01,2020-09-30,Award,
USAspending,Army,DAAA0998E0006,199812!2100!0747!AA09 !U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0998E0006  !A!*!P00001             !19980929!19991231!289954943!770087872!217304393!N!40381!ROYAL ORDNANCE PLC            !EUXTON LA                 !CHORLEY             !UK!PR7 6!03000!013!51!ARLINGTON           !ARLINGTON             !VIRGINIA  !0001!+000000759000!N!N!000000000000!Y151!AMMUNITION FACILITIES                             !A6 !AMMUNITION                    !1000!NOT DISCERNABLE OR CLASSIFIED !3483!3!*!*!C!B!A!*!A !N!J!1!001!B!* !A!Y!A!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!,Department of Defense,BAE SYSTEMS ORDNANCE SYSTEMS INC.,2317556244.03,1999-10-19,2027-03-31,Award,
USAspending,Army,W58RGZ12C0123,"AIRCRAFT MAINTENANCE SERVICES FOR FT RUCKER, AL IGF::OT::IGF",Department of Defense,ARMY SUSTAINMENT LLC,2257290758.72,2012-07-24,2021-09-30,Award,
USAspending,Army,DAAA0997C0025,199712!2100!6004!AA09 !U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0997C0025  !A!*!P00006             !19970929!19970929!879410652!802675199!001339159!N!085U6!RAYTHEON ENGINEERS & CONSTRUCT!30 S 17TH ST              !PHILADELPHIA        !PA!19103!33700!059!41!HERMISTON           !UMATILLA              !OREGON    !0001!+000011041600!N!N!000000000000!S205!TRASH/GARBAGE COLLECTION SRVCS-INCL PORT SAN SVCS !C2 !CONSTRUCTION                  !1000!NOT DISCERNABLE OR CLASSIFIED !4953!3!*!*!C!B!A!*!D !N!S!1!001!N!1A!A!Y!Z!* !* !N!C!*!B!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!,Department of Defense,WASHINGTON DEMILITARIZATION COMPANY LLC,2143099331.38,1997-09-29,2018-05-16,Award,
USAspending,Army,W31P4Q15C0151,"THIS LETTER CONTRACT IS ISSUED TO ACQUIRE BUY 16 FISCAL YEAR (FY) 2015 HELLFIRE II MISSILE HARDWARE/COMPONENT PRODUCTION REQUIREMENTS FOR THE U.S. ARMY, U.S. AIR FORCE, AND FOREIGN MILITARY SALES COUNTRIES (TUNISIA, INDONESIA, IRAQ, PAKISTAN, EGYPT). THE MAXIMUM NOT-TO-EXCEED (NTE) FIRM FIXED PRICE CEILING AMOUNT FOR THIS LETTER CONTRACT IS $375,804,316. ALL NTE AMOUNTS ARE SUBJECT TO DOWNWARD NEGOTIATION ONLY. IN NO EVENT SHALL THE FINAL DEFINITIZED FIRM FIXED PRICES EXCEED THE ESTABLISHED NTE PRICES.",Department of Defense,LOCKHEED MARTIN CORPORATION,1841506960.81,2015-09-14,2023-01-06,Award,
USAspending,Army,0004,"ADDING 1,941 EACH FAMILY OF MEDIUM TACTICAL VEHICLES (FMTV) AND FRET FOR ARMY NATIONAL GUARD REQUIREMENTS",Department of Defense,OSHKOSH DEFENSE LLC,1553283936.83,2010-11-29,2016-03-31,Award,
USAspending,Army,W15QKN13C0074,"TO AWARD PRODUCTION EFFORT FOR THE PRECISION GUIDANCE KIT (PGK)TO INCLUDE ARMY, MARINES, FMS QUANTITIES, FFP, BASE WITH 2 OPTIONS INCLUDING SPECIAL LICENSE RIGHTS (TDP).",Department of Defense,NORTHROP GRUMMAN SYSTEMS CORPORATION,1490942764.8,2013-08-30,2025-12-01,Award,
USAspending,Army,W31P4Q17C0194,"CONTRACT IS FOR THE PROCUREMENT OF TUBE-LAUNCHED OPTICALLYTRACKED WIRELESS-GUIDED MISSILES FOR THE UNITED STATES ARMY, UNITED STATES MARINE CORPS AND FOREIGN MILITARY SALES CUSTOMERS.",Department of Defense,RAYTHEON COMPANY,1360500677.86,2017-09-30,2026-08-31,Award,
USAspending,Army,W91RUS13C0006,"OPERATIONS, MAINTENANCE, AND DEFENSE OF ARMY COMMUNICATIONS IN SOUTHWEST ASIA AND CENTRAL ASIA (OMDAC-SWACA).",Department of Defense,VECTRUS SYSTEMS LLC,1300868234.87,2013-06-01,2021-02-28,Award,
USAspending,Army,W58RGZ10C0107,"LCCS SERVICES FOR ARMY FLEET OF C-12/RC-12/UC-35 AIRCRAFT AT WORLDWIDE LOCATIONS INCLUDES MAINTENANCE, UPGRADES AND ELECTIVE IMPROVEMENTS.",Department of Defense,VERTEX AEROSPACE LLC,1294899142.84,2010-06-02,2018-09-28,Award,
USAspending,Army,0003,"IGF::OT::IGF ENHANCED ARMY GLOBAL LOGISTICS ENTERPRISE (EAGLE) - ARMY PREPOSITIONED STOCK (APS)-5 KUWAIT/QATAR, LOGISTICS SUPPORT SERVICES, INCLUDING MAINTENANCE, SUPPLY, AND TRANSPORTATION.",Department of Defense,"AMENTUM SERVICES, INC.",1263860787.16,2016-09-27,2025-11-21,Award,
USAspending,Army,0043,"200310!000831!2100!AA09  !U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0043               !20030724!20120131!016111226!016111226!964409007!N!BROWN & ROOT SERVICES, A DIVIS!4100 CLINTON DRIVE        !HOUSTON             !TX!77020!35000!201!48!HOUSTON             !HARRIS                !TEXAS     !+000092000000!N!N!000000000000!AD23!RDTE/SERVICES-ADV TECH DEV                        !S1 !SERVICES                      !1000!NOT DISCERNABLE OR CLASSIFIED !561210!E! !5!B!S! ! ! !99990909!B! ! !A! !A!U!R!2!003!B!  !C!N!Z!  !  !N!C!N! ! ! !A!A!A!A!000!A!A!N! ! ! ! !    !      !0001! !",Department of Defense,"KBR SERVICES, LLC",1109236716.56,2003-07-24,2012-12-30,Award,
USAspending,Army,W15QKN08C0451,LW155 ARMY QTY,Department of Defense,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LTD,985743454.86,2008-03-31,2016-09-30,Award,
USAspending,Army,W58RGZ19C0025,"US ARMY CONTRACTING COMMAND-REDSTONE (ACC-REDSTONE) IS AWARDING THIS CONTRACT W58RGZ-19-C-0025 (AFM II-EAST)FOR THE U.S. ARMY AVIATION AND MISSILE COMMAND (AMCOM) AMCOM LOGISTICS CENTER (ALC) AVIATION FIELD MAINTENANCE (AFM) REQUIREMENT FOR WORLDWIDE AVIATION MAINTENANCE. THIS REQUIREMENT INCLUDES, BUT IS NOT LIMITED TO, PASSBACK MAINTENANCE SUPPORT TO COMBAT AVIATION BRIGADES (CABS), VARIOUS LEVEL OF EFFORT (LOE) SUPPORT TO CABS AND OTHER UNITS, INSTALLATION OF AIRCRAFT MODIFICATIONS UNDER MODIFICATION WORK ORDERS, AND EFFORTS TO RESET AN AIRCRAFT TO A FULLY MISSION CAPABLE (FMC) CONDITION. REQUIREMENTS BY GEOGRAPHIC REGION ARE BOTH INSIDE THE CONTINENTAL UNITES STATES (CONUS) AND OUTSIDE THE CONTINENTAL UNITED STATES (OCONUS).",Department of Defense,"AMENTUM SERVICES, INC.",957760436.85,2019-06-05,2025-11-30,Award,
USAspending,Army,0025,"SYSTEMS AND COMPUTER RESOURCES SUPPORT (SCRS) FOR THE SOFTWARE ENGINEERING DIRECTORATE (SED), U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND (USA RDECOM)",Department of Defense,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,922864971.23,2009-09-30,2014-09-14,Award,
USAspending,Army,W31P4Q23C0006,FULL RATE PRODUCTION (FRP) 14A HIGH MOBILITY ARTILLERY ROCKET LAUNCHERS FOR THE UNITED STATES ARMY AND FOREIGN MILITARY SALES CUSTOMERS.,Department of Defense,LOCKHEED MARTIN CORPORATION,920534131.95,2022-12-01,2027-06-30,Award,
USAspending,Army,W31P4Q19C0101,"IGF: THIS ACQUISITION IS FOR THE FULL RATE PRODUCTION (FRP) 10, 11, AND 12 OF THE HIGH MOBILITY ARTILLERY ROCKET SYSTEM (HIMARS) FOR THE US ARMY, USMC, AND VARIOUS FMS CUSTOMERS",Department of Defense,LOCKHEED MARTIN CORPORATION,824834514.52,2019-07-15,2026-05-31,Award,
USAspending,Army,DAMD1798C8024,199802!2100!1273!MD17 !US ARMY MEDICAL RESEARCH ACQ ACT!DAMD1798C8024  !A!*!*                  !19971106!19971130!958462681!927921627!003242013!N!03543!DYNTEL CORP                   !2000 EDMUND HALLEY DR     !RESTON              !VA!20191!66672!059!51!RESTON              !FAIRFAX               !VIRGINIA  !0001!+000019021453!N!N!000000000000!AN13!RDTE/BIOMEDICAL - ADV TECH DEV                    !C9B!MEDICAL & DENTAL SUPPLIES & EQ!1000!NOT DISCERNABLE OR CLASSIFIED !2836!3!*!*!*!B!B!*!A !U!R!2!004!C!* !C!N!Z!* !* !N!C!*!A!Z!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!,Department of Defense,DYNPORT VACCINE COMPANY LLC,803304537.54,1997-11-06,2023-07-23,Award,
USAspending,Army,W56HZV17C0117,"THIS ACTION PROCURES TRAINING AND MENTORING FOR THE AFGHANISTAN NATIONAL DEFENSE SECURITY FORCES (ANDSF) AT THE MANAGEMENT AND MAINTAINER LEVEL IN MAINTENANCE, SUPPLY CHAIN MANAGEMENT, AND WAREHOUSE SUPPLY SUPPORT. THE ANDSF CONSISTS OF THE AFGHANISTAN NATIONAL ARMY (ANA) IN THE MINISTRY OF DEFENSE (MOD) AND THE AFGHANISTAN NATIONAL POLICE (ANP) IN THE MINISTRY OF INTERIOR (MOI). THE ANA AND ANP OPERATE INDEPENDENTLY OF EACH OTHER WITH SEPARATE FACILITIES, MAINTENANCE LOCATIONS, AND OPERATING PROCEDURES. THIS EFFORT ALSO WILL PROVIDE CONTRACTOR LOGISTICS SUPPORT (CLS) FOR A DEFINED PERCENTAGE OF THE MAINTENANCE WORK ORDERS TO AUGMENT ANDSF-PERFORMED MAINTENANCE AND STRENGTHEN OPERATIONAL READINESS (OR). THE PERCENTAGE OF CONTRACTOR-COMPLETED WORK ORDERS WILL DECREASE IN EACH YEAR OF PERFORMANCE IN ACCORDANCE WITH THE TERMS OF THE CONTRACT. THE REQUIRING ACTIVITY, COMBINED SECURITY TRANSITION COMMAND-AFGHANISTAN (CSTC-A), PROVIDED THE REQUIRED PERCENTAGES OF CONTRACTOR-PERFORMED WORK ORDERS TO FACILITATE SELF-SUFFICIENT ANDSF LOGISTICS OPERATIONS BY THE END OF THE CONTRACT. CLS ALSO INCLUDES TASKS DESIGNED TO ENHANCE THE ANDSF SUPPLY SYSTEM, IMPLEMENT A MAINTENANCE MANAGEMENT SYSTEM, AND TRACK AND REPORT DATA NECESSARY TO MONITOR THE OR RATE FOR THE ENTIRE ANDSF FLEET OF VEHICLES AND GROUND EQUIPMENT. THE CONTRACTOR WILL ALSO PROVIDE BASIC LIFE SUPPORT SERVICES FOR ITS PERSONNEL DURING PERFORMANCE OF THIS EFFORT. FURTHER, THIS ACTION EXERCISES THE OPTION FOR CONTRACTOR-PROVIDED MOBILE AND STATIC SECURITY. IGF::OT::IGF.",Department of Defense,"AMENTUM SERVICES, INC.",792342384.59,2017-05-23,2021-08-30,Award,
USAspending,Army,W56HZV19F0116,"AWARD DELIVERY ORDER W56HZV-19-F-0116 (0005) AGAINST THE ABRAMS REQUIREMENTS CONTRACT (ARC) TO PROCURE 174 ABRAMS VEHICLE UPGRADES TO THE LATEST M1A2 SYSTEM ENHANCEMENT PACKAGE VERSION 3 (SEPV3) CONFIGURATION, ALONG WITH THE SUPPORTING INTEGRATED PRODUCT SUPPORT (IPS), REPAIR OF DEFECTIVE GOVERNMENT MATERIAL (DGM), AND THE REPLACEMENT OF WASHED-OUT ANNISTON ARMY DEPOT (ANAD) RECLAIMED COMPONENTS.  THE DELIVERY ORDER CONSISTS OF THREE CONTRACT TYPES: FIXED PRICE INCENTIVE-FIRM (FPIF), FIRM FIXED PRICE (FFP), AND COST PLUS FIXED FEE (CPFF).  THE TOTAL CEILING COST OF DELIVERY ORDER W56HZV-19-F-0116 (0005) FOR THE VEHICLES, SUPPORTING ITEMS, AND REPAIR IS ESTIMATED AT $740.4M.  THIS DELIVERY ORDER IS IN SUPPORT OF PRODUCT MANAGER MAIN BATTLE TANK SYSTEMS (PD MBTS) AND WILL BE FUNDED WITH FISCAL YEAR (FY) 18-19 PAA AND EDI FUNDS.",Department of Defense,GENERAL DYNAMICS LAND SYSTEMS INC.,696102140.57,2018-12-14,2022-04-22,Award,
USAspending,Army,W31P4Q24F0144,PURCHASE HIGH MOBILITY ARTILLERY ROCKET SYSTEM (HIMARS) FOR UNITED STATES (US) ARMY AND FOREIGN MILITARY SALES (FMS).,Department of Defense,LOCKHEED MARTIN CORPORATION,695995373.62,2024-05-08,2028-06-30,Award,
USAspending,Army,W519TC25C0032,"DESIGN, BUILD, AND COMMISSION A MODERN 155MM LOAD, ASSEMBLE, AND PACK (LAP) FACILITY AT THE IOWA ARMY AMMUNITION PLANT (IAAAP)",Department of Defense,MSM GROUP NORTH AMERICA INC.,635200000.0,2025-08-15,2029-08-10,Award,
USAspending,Army,0044,"200311!000841!2100!AA09  !U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0044               !20030724!20120131!016111226!016111226!964409007!N!BROWN & ROOT SERVICES, A DIVIS!4100 CLINTON DRIVE        !HOUSTON             !TX!77020!35000!201!48!HOUSTON             !HARRIS                !TEXAS     !+000170000000!N!N!000000000000!AD23!RDTE/SERVICES-ADV TECH DEV                        !S1 !SERVICES                      !1000!NOT DISCERNABLE OR CLASSIFIED !561210!E! !5!B!S! ! ! !99990909!B! ! !A! !A!U!R!2!003!B!  !C!N!Z!  !  !N!C!N! ! ! !A!A!A!A!000!A!A!N! ! ! ! !    !      !0001! !",Department of Defense,"KBR SERVICES, LLC",599543584.5,2003-07-24,2012-09-30,Award,
Tango,Army,,U.S. Army Initial Entry Rotary-Wing Flight Training Next Generation – Request For Information (RFI),,,0.0,,2024-12-06T23:00:00+00:00,Opportunity,
Tango,Army,,"W912HN25B4001 - PN81905 Consolidated Rigging Facility Hunter Army Airfield, GA",,,0.0,,2025-04-10T15:00:00+00:00,Opportunity,
Tango,Army,,TEM 14 Industry-Government Strategic Engagement Sessions,,,0.0,,2025-03-19T16:00:00+00:00,Opportunity,
Tango,Army,,Notice of Intent to procure Atlassian Software Renewals – CHESS RFQ- #524927,,,0.0,,2025-04-15T17:00:00+00:00,Opportunity,
Tango,Army,,ACC APG Local Divisions Advanced Planning Brief to Industry (APBI) January 2025,,,0.0,,2025-01-16T04:59:00+00:00,Opportunity,
Tango,Army,,Loyalhanna Lake Resource Managers Parking Lot Solar LED Lighting System Installation,,,0.0,,2025-03-18T21:00:00+00:00,Opportunity,
Tango,Army,,Notice of Intent to procure Dell Blade Servers - CHESS RFQ - #528646,,,0.0,,2025-04-18T19:00:00+00:00,Opportunity,
Tango,Army,,"Design-Build Maintenance and Repair Army Reserves (MRAR) of Army Reserve Center (ARC) Training Building 315 at New Cumberland, PA",,,0.0,,2025-04-22T18:00:00+00:00,Opportunity,
Tango,Army,,Floating Plant Vessel Repair IDIQ MATOC,,,0.0,,2025-04-24T03:59:00+00:00,Opportunity,
Tango,Army,,"8415 -- T-Shirt, Army Physical Fitness Uniform, Long Sleeve",,,0.0,,2025-05-07T19:00:00+00:00,Opportunity,
Tango,Army,,TREXII-25-04-IO-002 Next Generation Constructive (NGC) Acceleration to include Synthetic Training Environment Software (STE-SW),,,0.0,,2025-04-28T13:00:00+00:00,Opportunity,
Tango,Army,,Commercial Meals for the NVARNG at Camp Navajo AZ June 2025,,,0.0,,2025-05-01T06:59:00+00:00,Opportunity,
Tango,Army,,"Construction of Area Maintenance Support Activity (AMSA) and Vehicle Maintenance Shop (VMS) at Defense Logistics Center Richmond (DSCR), VA",,,0.0,,2025-04-18T03:59:00+00:00,Opportunity,
Tango,Army,,"RFI SOURCES SOUGHT SYNOPSIS EUCOM FAAD C2 & AMDWS Field Service Representative (FSR), Engineering Support, Technical Support, and Maintenance Services for Eastern European NATO nations",,,0.0,,2025-04-25T16:00:00+00:00,Opportunity,
Tango,Army,,Sources Sought Notice- Test Stand Safety Platform,,,0.0,,2025-05-05T19:00:00+00:00,Opportunity,
USAspending,Navy,W58RGZ12C0008,"MULTI SERVICE, 5 YR, MULTI-YR CONTRACT FOR H-60 HELICOPTERS. FY2012 FY2016 PRODUCTION CONTRACT FOR ARMY/NAVY/FMS UH/HH/MH-60 HELICOPTERS TO INCLUDE PROCUREMENT OF UP TO 916 EACH AIRCRAFT AND RELATED SUPPORT, SERVICES, SYSTEMS/PROJECT MANAGEMENT, PUBLICATIONS, AND TECHNICAL DATA. FMS COUNTRIES INCLUDE SAUDI ARABIAN NATIONAL GUARD (SANG), TAIWAN, THAILAND AND ROYAL AUSTRALIAN NAVY (RAN).",Department of Defense,SIKORSKY AIRCRAFT CORPORATION,11602480135.21,2012-06-06,2023-07-21,Award,
USAspending,Navy,W58RGZ08C0003,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,Department of Defense,SIKORSKY AIRCRAFT CORPORATION,9971085290.49,2007-12-12,2016-09-30,Award,
USAspending,Navy,HQ086220C0002,KSA FMS ARMY NAVY TRANSPORTABLE RADAR SURVEILLANCE AND CONTROL MODEL 2 (AN/TPY-2) PRODUCTION,Department of Defense,RAYTHEON COMPANY,2732984085.42,2020-06-26,2032-08-31,Award,
USAspending,Navy,N0001919C0008,MQ-4C TRITON LRIP LOT 5 LONG LEAD ITEMS TO SUPPORT U.S. NAVY AND COOPERATIVE PARTNER AUSTRALIA.,Department of Defense,NORTHROP GRUMMAN SYSTEMS CORPORATION,1796878057.44,2019-05-29,2029-01-31,Award,
USAspending,Navy,N0001909C0031,"TAIWAN NAVY P-3C UPGRADE PROGRAM - PHASED DEPOT MAINTENANCE, STRUCTURAL SERVICE LIFE EXTENSION, AND AVIONICS MODIFICATION ON TWELVE (12) P-3C AIRCRAFT.  ADDITIONAL CONTRACT DELIVERABLES WILL INCLUDE  GROUND HANDLING AND SUPPORT EQUIPMENT, AND PUBLICATIONS.",Department of Defense,LOCKHEED MARTIN CORP,816815375.21,2009-03-13,2020-12-10,Award,
USAspending,Navy,N0003921F3007,NAVY ENTERPRISE RESOURCE PLANNING (ERP) TECHNICAL SUPPORT SERVICES (NETSS).,Department of Defense,INTERNATIONAL BUSINESS MACHINES CORPORATION,806173556.95,2021-04-23,2026-04-22,Award,
USAspending,Navy,N0003916C0050,FULL RATE PRODUCTION (FOFD) NAVY MULTIBAND TERMINAL (NMT) BASIC CONTRACT AWARD,Department of Defense,RAYTHEON COMPANY,561058206.41,2015-12-29,2025-12-28,Award,
USAspending,Navy,W31P4Q15C0102,"IGF::OT::IGF  THIS REQUIREMENT IS FOR FULL AND OPEN COMPETITION FOR THE JOINT AIR-TO-GROUND MISSILE (JAGM) IN SUPPORT OF THE JAGM PRODUCT OFFICE OF THE JOINT ATTACK MUNITION SYSTEMS PROJECT OFFICE. JAGM IS AN AIR TO SURFACE MISSILE CONSISTING OF A NEWLY DEVELOPED GUIDANCE SECTION (GS) MATED TO THE EXISTING HELLFIRE ROMEO BACKEND (MOTOR, WARHEAD AND ASSOCIATED ELECTRONICS).  THE JAGM REQUIREMENT WILL BE AWARDED AS A FIXED PRICE INCENTIVE (FIRM TARGET) (FPIF) CONTRACT FOR A 2 YEAR BASE CONTRACT FOR A QUANTITY OF 96 ARMY UNITS PLUS 52 NAVY UNITS FOR EMD.  THE ANTICIPATED AWARD OF 420 UNITS FOR ADVANCED PROCUREMENT ITEMS (API) AND LRIP I OPTION, 600 UNITS FOR LRIP II OPTION AND THE COST SHARING DEFENSE EXPORTABILITY FEATURES (DEF) OPTIONS WILL BE DEPENDENT UPON THE ACTUAL AMOUNT OF PROCUREMENT FUNDING APPROVED BY THE ARMY.",Department of Defense,LOCKHEED MARTIN CORPORATION,456076316.5,2015-07-31,2023-11-21,Award,
USAspending,Navy,FA807522F0030,"DIGITAL ENGINEERING AND DIGITAL TRANSFORMATION RESEARCH, ANALYSIS, AND DEVELOPMENT FOR THE NAVY DIGITAL INTEGRATION SUPPORT CELL  AND NAVAL SURFACE WARFARE CENTER, CRANE DIVISION",Department of Defense,"CACI, INC. - FEDERAL",450630661.49,2022-05-04,2027-05-04,Award,
USAspending,Navy,GSFC0200107DNAS501080,"THE CONTRACTOR SHALL PROVIDE SUPPORT IN THE FOLLOWING AREAS: PROGRAM MANAGEMENT  FACILITIES ENGINEERING  AT WFF OPERATIONS AND MAINTENANCE OF FACILITIES CONSTRUCTION - BUILDING AND RENOVATION OF BUILDINGS JANITORIAL - CLEANING BUILDINGS GROUNDS SERVICES - CUTTING GRASS CHEMICAL LABORATORY  - WATER, ETC.  TESTING OCCUPATIONAL HEALTH CLINIC ENVIRONMENTAL AT WFF SECURITY EMERGENCY TELECOMMUNICATIONS - DATA AND PHONE OVERSITE ADMINISTRATIVE SERVICES  LOGISTICS - PACKAGING, ACCESSING EQUIPMENT, VEHICLES NAVY FINANCIAL SERVICES",National Aeronautics and Space Administration,"CUBE CORPORATION, THE",382889101.12,2001-07-15,2014-03-31,Award,
USAspending,Navy,N6833516C0125,IGF::OT::IGF  HELLENIC NAVY P-3B MODERNIZATION PROGRAM,Department of Defense,LOCKHEED MARTIN CORP,376391571.0,2016-02-11,2026-02-28,Award,
USAspending,Navy,N0001913C0026,PROCUREMENT OF 2 C-40A CLIPPER AIRCRAFT FOR THE U.S. NAVY,Department of Defense,THE BOEING COMPANY,371691606.38,2012-12-20,2020-08-31,Award,
USAspending,Navy,FA862522FB001,PROPOSAL PREP FOR NAVY TACAMO OFFICE,Department of Defense,LOCKHEED MARTIN CORP,311784976.98,2022-06-14,2027-07-31,Award,
USAspending,Navy,N0002417C5410,"FISCAL YEAR 2017 THROUGH FISCAL YEAR 2021 U.S. NAVY, OTHER GOVERNMENT AGENCIES, AND FOREIGN MILITARY SALES, STANDARD MISSILE (SM) ENGINEERING AND TECHNICAL SERVICES. IGF::OT::IGF",Department of Defense,RAYTHEON COMPANY,291869130.0,2017-04-14,2022-04-13,Award,
USAspending,Navy,HQ042321F0002,THE DEPARTMENT OF THE NAVY AND THE UNITED STATES MARINE CORPS FINANCIAL STATEMENT AUDITS FOR FISCAL YEARS 2021-2025,Department of Defense,ERNST & YOUNG LLP,288157910.52,2021-01-01,2026-12-31,Award,
USAspending,Navy,N0002413C5403,"FISCAL YEAR 2013 THROUGH FISCAL YEAR 2017 U.S. NAVY, OTHER GOVERNMENT AGENCIES, AND FOREIGN MILITARY SALES STANDARD MISSILE (SM) ENGINEERING AND TECHNICAL SERVICES.",Department of Defense,RAYTHEON COMPANY,276393451.47,2013-05-31,2018-05-31,Award,
USAspending,Navy,N6833517C0253,ECASS CORE STATIONS (NAVY),Department of Defense,LOCKHEED MARTIN CORPORATION,270442068.13,2017-02-01,2024-12-31,Award,
USAspending,Navy,N3943016C1811,IGF::OT::IGF - ANTI-TERRORISM/FORCE PROTECTION ASHORE SYSTEM SUSTAINMENT AT VARIOUS NAVY INSTALLATIONS WORLDWIDE.,Department of Defense,SERCO INC,249812632.26,2015-12-29,2021-03-04,Award,
USAspending,Navy,N0002419C6407,"DESIGN, DEVELOP, INTEGRATE NAVY SYSTEMS",Department of Defense,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",243516033.56,2019-07-19,2028-09-30,Award,
USAspending,Navy,EH09,"SUPPORT TO THE PROGRAM OFFICE WILL ASSIST IN THEIR EFFORTS TO SATISFY BOTH CURRENT AND FUTURE NAVY/MARINE CORPS NEEDS FOR AMPHIBIOUS WARFARE. THE CONTRACTOR SHALL SUPPLY A FULL RANGE OF PROFESSIONAL SUPPORT SERVICES ACROSS ALL OF PMS377 S HIGHLY INTERRELATED PRODUCT LINES IN THE AREAS OF PROGRAM MANAGEMENT, ENGINEERING, LOGISTICS, TEST AND EVALUATION (T&E), BUSINESS/FINANCIAL MANAGEMENT AND GOVERNMENT FURNISHED EQUIPMENT/GOVERNMENT FURNISHED INFORMATION (GFE/GFI).",Department of Defense,SERCO-IPS CORPORATION,227348222.73,2011-07-18,2020-03-31,Award,
USAspending,Navy,FA807520F0017,"NAVY CONTINUOUS TRAINING ENVIRONMENT INTEGRATING ARCHITECTURE DEVELOPMENT FOR LIVE, VIRTUAL, AND CONSTRUCTIVE CAPABILITY FOR NAVAL SURFACE WARFARE CENTER CORONA",Department of Defense,HII MISSION TECHNOLOGIES CORP,225222250.0,2020-01-31,2025-02-02,Award,
USAspending,Navy,N0001913C4000,THE PURPOSE OF THIS CONTRACT ACTION IS TO PROVIDE THROUGH LIFE SUPPORT FOR THE ROYAL AUSTRALIAN NAVY MH-60R PROGRAM.,Department of Defense,MARITIME HELICOPTER SUPPORT COMPANY LLC,211936821.53,2012-12-12,2020-01-31,Award,
USAspending,Navy,N0024419F3003,"PORT ENGINEERING, COMBAT SYSTEMS ENGINEERING, MAINTENANCE MANAGEMENT AND PORT ENGINEERING SUPPORT SERVICES FOR NAVY SURFACE SHIPS, DESIGNATED NAVAL SHIPS, CRAFT AND SHORE ACTIVITIES.",Department of Defense,"T-SOLUTIONS, INC.",202571717.35,2019-09-27,2025-03-26,Award,
USAspending,Navy,N0018923FR338,DEPARTMENT OF THE NAVY ORACLE III ULA AND AGENCY CATALOG,Department of Defense,"DLT SOLUTIONS, LLC",202262062.9,2023-05-19,2028-05-30,Award,
USAspending,Navy,EH11,"THE CONTRACTOR SHALL SUPPLY PROGRAM, TECHNICAL, BUSINESS AND FINANCIAL, LOGISTICS, AND ADMINISTRATIVE SUPPORT SERVICES FOR THE DEPUTY COMMANDER FOR SURFACE WARFARE (SEA 21), NAVAL SEA SYSTEMS COMMAND. SEA 21 MANAGES THE LIFECYCLE MAINTENANCE AND MODERNIZATION OF ALL NON-NUCLEAR U.S. NAVY IN-SERVICE SURFACE SHIPS WITH THE EXCEPTION OF LITTORAL COMBAT SHIPS. IGF::OT::IGF",Department of Defense,SERCO-IPS CORPORATION,190287248.57,2015-03-20,2019-01-17,Award,
Tango,Navy,,FY23 T-6 Aircraft Conditional Inspection & Strip and Repaint,,,0.0,,2025-04-22T21:00:00+00:00,Opportunity,
Tango,Navy,,SOURCES SOUGHT REQUEST FOR INFORMATION (RFI) Navy Standard Slewing Arm Davit (SLAD),,,0.0,,2025-04-23T21:00:00+00:00,Opportunity,
Tango,Navy,,Request for Information (RFI) - Sea-Launched Cruise Missile (Nuclear),,,0.0,,2024-12-09T17:00:00+00:00,Opportunity,
