acronym,count,contexts,possible_meaning
RTC,2,"['d her portfolio of programs is: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD), COBRA, EWR (QEWR / SRP), Na', 'how the section is broken down: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD): Chris Kelsey COBRA (Dane/Ki']",
UAE,2,"['o of programs is: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD), COBRA, EWR (QEWR / SRP), Naval Programs, ', 'n is broken down: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD): Chris Kelsey COBRA (Dane/King/CJR): Steve']",
QEWR,2,"['-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD), COBRA, EWR (QEWR / SRP), Naval Programs, XBR (XBR CLS/RDC/GBRP): S', ' Kelsey COBRA (Dane/King/CJR): Steve Mazzone EWR (QEWR / SRP): Steve Mazzone Naval Programs: Randolph Hu']",
KSA,2,"['r portfolio of programs is: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD), COBRA, EWR (QEWR / SRP), Naval ', 'the section is broken down: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD): Chris Kelsey COBRA (Dane/King/C']",
RDC,2,"['y and her portfolio of programs is: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD), COBRA, EWR (QEWR / SRP)', 'out how the section is broken down: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD): Chris Kelsey COBRA (Dan']",
DEOS,2,"['GDIT - DEOS- Deputy PM- tag up with Britt, she is getting an ', 'Sr. Director - GDIT - DEOS- Tag up meeting with Kevin, small talked for a bi']",
CFS,2,"['Georgia Power- P&CFS Supervisor- Tag up with Kevin to discuss the stat', 'Georgia Power- P&CFS Manager- Onsite visit with Bruce, caught up for a']",
DOL,2,"[""he call (Ziegler & Ezra Ortiz), and Erik Russell (DOL) opened up a Cloud role that he's accepting candi"", 'Peraton, DOL -']",
USCG,2,"[""eard for work upcoming. He's waiting to hear from USCG about a possible work-stop but connecting with Ta"", 'o DP and we were out on that. Nothing new DCCO or USCG, both have slowed down. The NARSIL req they relea']",
GRC,2,"[""ck and Dan are still Team Leads; Chucks moving to GRC and they're bringing in two new for SCAR/CSS. The"", 'r teams within Information Services; specifically GRC after Chopp moved out of that role. Confirmed the']",
SCAR,2,"[""moving to GRC and they're bringing in two new for SCAR/CSS. There's an ISSO coming for GRC, more on the "", ""BAE Systems, ISC Meeting/intro, she's POC for the SCAR opening, reports to David Enfield. TS/SCI clearan""]",
EVD,2,"['im; asking us again whether we\'d like to join the EVD program for the ""preferred supplier"" group that t', ""Peraton, Procurement Followed up on EVD. There's a large contract they're hopeful to be a""]",
OSL,2,"['Arcfield, NRO/OSL Mission Assurance Support Contract Meeting, PM fo', ""Arcfield, NRO/OSL Meeting, he's asking for approval to do c2h hires""]",
DOI,2,"[""Peraton, DOI Meeting, there's an opportunity with DOI that we've submit our proposal for. Jan 1 timefra"", 'Peraton, DOI Meeting, waiting for gov to get back to work stil']",
BNACTS,2,"["" he's connecting me with the procurement team for BNACTS. They're working out a supplier plan and can add "", ""or a while. They're not asking him to assist with BNACTS at all, so he oversees all other work for this cu""]",
CBOSS,2,"[""people. Army GCC seems to have passed protest and CBOSS is another they're hoping for. Their headcount ke"", 'GDIT-CBOSS RTB: Leads a team of 11 VTC, used to work with us']",
SKITLS,2,"['GDIT-SKITLS RTP: Moving to Omaha, used to be an employee unde', 'GDIT SKITLS RTP: Moved from germany to Omaha, part of the art']",
PRIME,2,"['TP: Moving to Omaha, used to be an employee under PRIME few years back, RTB: Hiring on two team 10 Devsec', 'h long term) SAID TO SEND HER PROPOSALS (RFQ) FOR PRIME TO DO THE IDF CLEANUPS AT MWH06 & MWH24']",
SCITLS,2,"['GDIT-SCITLS Reconnect RTB: Still have 1 decsecops opening and', 'GDIT- SCITLS RTP: Moved to Omaha from New Mexico to work on th']",
QBR,2,"["" larger power consuming GPU's Said she missed the QBR but heard it went well - laid out our new org and"", 't MWH23 that Microsoft just aquired re-scheduling QBR for 8/18 2PM (PST) Also gave me the heads up that']",
FFP,2,"[' This is when they will get the First Foot Print (FFP) reservations Reservations not set in stone yet b', ' This is when they will get the First Foot Print (FFP) reservations Reservations not set in stone yet b']",
EXTENSION,2,"[' for MWH24 & MWH22 for December & January **MWH23 EXTENSION UPDATES** MWH23 IDF Buildout starts 11/24 (alread', ' for MWH24 & MWH22 for December & January **MWH23 EXTENSION UPDATES** MWH23 IDF Buildout starts 11/24 (alread']",
RNI,2,"['s 11/24 (already awarded to Teksystems) Expecting RNI by 12/31 at the absolute latest following success', 's 11/24 (already awarded to Teksystems) Expecting RNI by 12/31 at the absolute latest following success']",
OSU,2,"['hardson to ISSE II at Schriever. - He is going to OSU game this weekend with his kid and girlfriend and', 'hardson to ISSE II at Schriever. - He is going to OSU game this weekend with his kid and girlfriend and']",
COI,2,"[' set to start just need Liam to send over updated COI for records.', ' set to start just need Liam to send over updated COI for records.']",
SAAS,2,"['ndles all staffing - handles mainframe contracts- SAAS, data bricks, java, microservices, - Legacy- movi', 'ndles all staffing - handles mainframe contracts- SAAS, data bricks, java, microservices, - Legacy- movi']",
NHSM,2,"['Leidos CDC- NHSM program - developer manager and handles all staff', 'Leidos CDC- NHSM program - developer manager and handles all staff']",
PNR,2,"['gram that award is up in September supporting OSD PNR. remote but near the pentagon. the role is open u', 'SAIC: MISS OSD PNR PRISM Req intake for SME Policy Analyst. onsite a']",
COLA,2,"['ses/fringe benefits (housing stipend, hazard pay, COLA pay etc.) no rotation. 3 in March through spetmbe', 'ses/fringe benefits (housing stipend, hazard pay, COLA pay etc.) no rotation. 3 in March through spetmbe']",
GUAM,2,"['-term work for IBCS for both domestic and OCONUS. GUAM: Kuait: Germany, Poland with domestic teams in HS', '-term work for IBCS for both domestic and OCONUS. GUAM: Kuait: Germany, Poland with domestic teams in HS']",
AHT,2,"['NGC: AHT intro to mike. going to hire out guy we sent to T', 'NGC: AHT Chris is lead on cloudworks AHT progam andad on Agoing to hire out guy we sent to']",
SADM,2,"['as changed. now adding a Poly element for a Linux SADM. want to interview someone quick which is why the', 'need DevOps/Kubernetes expertise in a heavy Linux SADM environment. Experience with Kubernetes, GitLab, ']",
NOVASTAR,2,"['MTSI: NOVASTAR Intro to Tom and Bradley Mallare. Tom is on captu', 'MTSI: NOVASTAR Intro to Tom and Bradley Mallare. Tom is on captu']",
UPS,2,"[' up and hes rolling. Nicks laptop was sent to the UPS store down the road, and he is picking it up tomo', 'nd now with folks returning to office, all of the UPS and power connection ""stuff"" is outdated and need']",
FSWD,2,"['E tag up with Neal. wants to interview 3/4 of our FSWD folks. no clearance required.. on-site in beaverc', ' neal, royce and jasons team. no clearance cloud, FSWD and System engineres.']",
PIKE,2,"['PIKE: Intro to Amy. Kids start back work in 2 weeks, b', 'PIKE: Tag up with Amy. was just promoted to T-line eng']",
GIS,2,"[' etc) they have 3 BUs - Distribution - Lighting - GIS and then an engineering department. She works wit', ' a team in order to do that. 1 hire with T4 and a GIS tech, but the Engineer is pressing. $!50k salary,']",
MSA,2,"['ned he would let us compete. sending over blanket MSA for us to send back, does not know what company h', 'AVI: Tag up with Nick regarding MSA. he is going to have a conversation with the fed ']",
SDVO,2,"['o up their DEI spend and we hit the mark as being SDVO. need this as early as this week. For staffing. h', 'f aug. teams with IG on opportunites. can use our SDVO status. sent NDA']",
CTI,2,"['CTI: Intro to Don. sits in Columbus. has been in AV f', 'CTI: tag up with Don. they have not been told yet tha']",
UAH,1,['to what they have done with Auburn University and UAH. She is going to send me the Job Descriptions for'],University of Alabama Huntsville
DOORS,1,[' The Programs they will be using: APDM Pro E Creo DOORS Maybe Borris but they might not because it has al'],Dynamic Object-Oriented Requirements System
APDM,1,['clusive on this. The Programs they will be using: APDM Pro E Creo DOORS Maybe Borris but they might not '],Active Product Data Management
FOD,1,"[' NDT Qualifications) Tools - egress tool, Tooling FOD Industries: Aerospace, Automotive, Oil industries']",
MPI,1,[' – 400 Hours of exp Magnetic Particle Testing (MT/MPI) – 530 hours of exp Radiographic Testing (RT) – 1'],
AWACS,1,"['n San Antonio (VC25B, VC25A, E4B, F15, F18, Japan AWACS). He said that Rachael Villarreal is the Lead for']",
COPV,1,"[""eers. General Dynamics - Lincoln NB - They do the COPV's (Composite Overwrap Pressure Vessels) of the up""]",
AFT,1,[' better and are looking to grow. He is in need of AFT Structure Engineers ( Mechanical Structural Engin'],
VLE,1,['uty Program Manager Richard Markwalter – Lead for VLE’s/ Core Stage Lead Rodney Jones – Core Stage Mana'],
NAS,1,"['r FEM, Struss Analysis, Finite Element Analysis), NAS Tran(Analysis Tool), Excel and Python.']",
FEM,1,"['ckets. Has to have knowledge of Creo, Abucus (For FEM, Struss Analysis, Finite Element Analysis), NAS T']",
ABSL,1,['ants a Client Representative on the Vendor Sites. ABSL - Long Mount Colorado - They do the Lithium-Ion B'],
EMA,1,"[""Degree. Moog - Buffalo NY - They are Building the EMA's (Electro-Mechanical Actuator) and EMAC's (Elect""]",
EMAC,1,"[""lding the EMA's (Electro-Mechanical Actuator) and EMAC's (Electro-Mechanical Actuator Controller). They ""]",
GBU,1,['Penetrant (Bomb for the B2 Bomber) (Also known as GBU-57) Harpoon Missile Program - Ground and Sea base'],
CSW,1,['atran/ Nastran 5 years of experience. Boeing Tool CSW (Common Structures Workstation) Ability to obtain'],
ECT,1,['or BDS: F-15 F-18 F-47 B-52 Weapon Systems VC-25B ECT. Her Hirring manager that will be taking care of '],
SFR,1,['is Engineer. - Hiring Manager (Greg Strawder) Pre-SFR/ Pre-SPR experience 15-20 years of experience Lev'],
SPR,1,['er. - Hiring Manager (Greg Strawder) Pre-SFR/ Pre-SPR experience 15-20 years of experience Level 5 ($17'],
RAFT,1,['m integrator of 3 industry partners. He mentioned RAFT did their initial staffing. He just started a new'],
BECM,1,['X as a Collins employee - technically. Supporting BECM (pronounced Beckham) for the Navy. His entire car'],
EKV,1,['stly Test & integration - over Sepctre and Legacy EKV programs. Previously was on SM3-1B but told us wh'],
ODIN,1,"['ed to the dry desert in Texas. He supports ALIS & ODIN, ADP, C130, F22, F35 on Data Analytics & sustainm']",
DNI,1,"['out 20 programs and $100m. TARPIN, NRO, NSA, NGA, DNI, Intell looking for two positions to start -- Web']",
MALD,1,"[""RTX - Midsjay (MALD-J) and TTNT Radio's Jesse Coached wrestling for a""]",
TTNT,1,"[""RTX - Midsjay (MALD-J) and TTNT Radio's Jesse Coached wrestling for a bit and now""]",
SWE,1,"[""g for the Oracle DBA (Dionne) but there's still a SWE position open in CO that Mark thinks he can get m""]",
WILL,1,"[""iterated that the ramp up we previously discussed WILL happen, but he just doesn't know the details. Hun""]",
IMIS,1,"[' then. They currently have 550 ALIS admins and 59 IMIS admins. Used Apex, GDIT, and Viper in the past fo']",
MUO,1,"['Jim is the Mods, upgrades, and overhauls (MUO) manager under AFS (earl scott) Lots of F-16 tech']",
AFS,1,"['Mods, upgrades, and overhauls (MUO) manager under AFS (earl scott) Lots of F-16 technical work with 100']",
SSP,1,['BAE SSP - met with Jeff. Still working on doing everythin'],
MBOM,1,['uring Engineer – Manufacturing Bill of Materials (MBOM) set up call for 5:30'],
GAVE,1,"["" Booz Allen's Comm's Dept was a lot more robust - GAVE""]",
ICCP,1,"['o update it) RTB: - NARSIL folks currently sit in ICCP (?) in Bethesda, Liberty Crossing (McLean - near ']",
FOCUS,1,"['-- also work on all major campaigns - the various FOCUS PROGRAMS, the major wins that move the needle for']",
PROGRAMS,1,"['o work on all major campaigns - the various FOCUS PROGRAMS, the major wins that move the needle for BDS - th']",
JFHQ,1,"[""nded up only having a net loss of 4 bodies - said JFHQ-J2 is Denny Howell's responsibility - Cyber Comm ""]",
CARB,1,"[' needs and monitors the process - Dick mentioned ""CARB"" - is a big gate to get through - all Directorate']",
OTCI,1,"['oned Denny Howell and Jimmy Boan are co-leads on ""OTCI-TDP"" for Operational Technology and Infrastructur']",
PROGRAM,1,"[""g any additional folks unless she has attrition = PROGRAM WIDE - there's a lot of scrutiny around new open ""]",
ENGINEERING,1,"['s: MOBILITY = MDM, (desired) Microsoft InTune and ENGINEERING = Engineering background, building, scoping and d']",
IMS,1,"['Kerry Shotwell - Coast Guard IMS RTP: - went to UNC-Wilmington, lived there for 7 ']",
OPERATIONS,1,"['lding, scoping and designing working projects and OPERATIONS = System Administrator experience, (desired) Micr']",
UNC,1,"['Kerry Shotwell - Coast Guard IMS RTP: - went to UNC-Wilmington, lived there for 7 years - huge baseba']",
WIDE,1,"[""ditional folks unless she has attrition = PROGRAM WIDE - there's a lot of scrutiny around new open requi""]",
MOBILITY,1,"["" today's meeting - Skillsets for roles she hires: MOBILITY = MDM, (desired) Microsoft InTune and ENGINEERING""]",
MDM,1,"['eting - Skillsets for roles she hires: MOBILITY = MDM, (desired) Microsoft InTune and ENGINEERING = Eng']",
FOCI,1,"[' SLS and SAIC’s Horizon 2 SDVOSB, Top Secret FCL, FOCI Approved If possible, a virtual group intro would']",
FCL,1,"['ing’s SLS and SAIC’s Horizon 2 SDVOSB, Top Secret FCL, FOCI Approved If possible, a virtual group intro']",
EINSTEIN,1,"['eon Supplier Supporting Raytheon programs: FORGE, EINSTEIN, M2C2, DOMino Also supporting Boeing’s SLS and SA']",
RAYTHEON,1,"['ger - said he took the call ""to see what they\'re (RAYTHEON) is doing over there"" - he works for Raytheon Int']",
RADAR,1,"["" then they'd go the contractor route - his GROUND RADAR SYSTEMS team is jointly shared - supporting an ID""]",
SYSTEMS,1,"[""they'd go the contractor route - his GROUND RADAR SYSTEMS team is jointly shared - supporting an IDIQ that ""]",
HVAC,1,"["" (ALL FTE's) - - skillsets are: Electrical Eng's, HVAC, RF Engineers, with a strong understanding of det""]",
FACT,1,"['nce (O&M) for Satellites on the ground ""AFTER THE FACT"" - they use 3rd parties to build and put the sate']",
AFTER,1,"['& Maintenance (O&M) for Satellites on the ground ""AFTER THE FACT"" - they use 3rd parties to build and put']",
