award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count,Column1
1769544976.0,CONT_AWD_W56HZV05C0470_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,W56HZV05C0470,,2/10/2028,1/21/2026,False,,,,MEDIUM,,TEXTRON SYSTEMS CORP,WEE9WFHMACH9,BILLION ($1B-5B),6/30/2005,1,3,0,6,
1603584167.0,CONT_AWD_FA862512C6598_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; Active prime,60,FA862512C6598,"ACAT 1C, ASC/WLY, LAIRCM FOLLOW-ON (LAF)",4/30/2022,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,E4X3BLZPPPX3,BILLION ($1B-5B),2/17/2012,0,0,0,6,
1551565404.0,CONT_AWD_W58RGZ08C0023_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,W58RGZ08C0023,PROCURE 14 SHADOW UNMANNED AIRCRAFT SYSTEMS,4/30/2021,1/21/2026,False,,,,MEDIUM,,TEXTRON SYSTEMS CORPORATION,SNJ8YY61GB95,BILLION ($1B-5B),10/31/2007,0,0,0,5,
1510098200.0,CONT_AWD_F3365701C0047_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,F3365701C0047,,9/30/2017,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,XM8ZJ6ML9CW7,BILLION ($1B-5B),7/30/2001,0,0,0,5,
1505614414.0,CONT_AWD_W31P4Q08C0418_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,W31P4Q08C0418,INTEGRATED AIR AND MISSILE DEFENSE (IAMD)BATTLE COMMAND SYSTEM (IBCS) BASIC AWARD FOR STEP I/PHASE-I PRELIMINARY DESIGN REVIEW (PDR),5/31/2022,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,FNBAMFZ3GD53,BILLION ($1B-5B),9/23/2008,0,0,0,5,
1474592639.0,CONT_AWD_W56HZV10C0405_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,W56HZV10C0405,ADMINISTRATIVE MOD APPROVING VECP,9/30/2013,1/21/2026,False,,,,MEDIUM,,AM GENERAL LLC,NWM1JWVDA853,BILLION ($1B-5B),7/30/2010,0,0,0,9,
1465362755.0,CONT_AWD_B001_9700_SP060009D0465_9700,Department of Defense,Defense Logistics Agency,DoD; $1B+; Active prime,60,B001,"TURBINE FUEL, AVIATION (JP8/JP5)",5/25/2010,1/21/2026,False,,,,MEDIUM,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,BILLION ($1B-5B),3/24/2009,0,0,0,9,
1358320746.0,CONT_AWD_B001_9700_SP060012D0510_9700,Department of Defense,Defense Logistics Agency,DoD; $1B+; Active prime,60,B001,"AWARD JP5  CLIN 0101 FOR 82,349,000 FOB ORIGIN DEER PARK, TX BY TANKER CLIN 0201 FOR 212,860,000 FOB ORIGIN DEER PARK, TX BY PIPELINE  AWARD JP8 CLIN 0301 FOR 118,701,000 FOB ORIGIN DEER PARK, TX BY PIPELINE",1/30/2014,1/21/2026,False,,,,MEDIUM,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,BILLION ($1B-5B),9/20/2012,0,0,0,9,
1307871810.0,CONT_AWD_N0002423C2452_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,N0002423C2452,THREE FUTURE LCAC 100 CLASS CRAFT LONG LEAD TIME MATERIAL,7/14/2031,1/21/2026,False,,,,MEDIUM,,TEXTRON SYSTEMS CORP,WEE9WFHMACH9,BILLION ($1B-5B),8/4/2023,1,3,0,6,
1281571668.0,CONT_AWD_DAAH2300C0226_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,DAAH2300C0226,200011!2100!002090!AH23  !USA AVIATION AND MISSILE COMMAND!DAAH2300C0226  !A!*!*                  !20000804!20101231!003242013!003242013!003242013!N!1JGQ2!DYNCORP                       !11710 PLAZA AMERICA DR    !RESTON              !VA!20190!27000!439!48!FORT WORTH          !TARRANT               !,5/22/2018,1/21/2026,False,,,,MEDIUM,,DYNCORP INTERNATIONAL LLC,ML6KL68PHMK3,BILLION ($1B-5B),8/4/2000,0,0,0,5,
1055881147.0,CONT_AWD_FA520921F9196_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $1B+; Active prime,60,FA520921F9196,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",9/30/2021,1/21/2026,False,,,,MEDIUM,,MINISTRY OF DEFENSE,C1KKFURZSEF5,BILLION ($1B-5B),10/21/2020,0,0,0,5,
1053502310.0,CONT_AWD_W56HZV15C0155_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,W56HZV15C0155,"FOREIGN MILITARY SALES CONTRACT FOR 2,082 HIGH MOBILITY MULTIPURPOSE WHEELED VEHICLES AND SPARE PARTS.",4/30/2018,1/21/2026,False,,,,MEDIUM,,AM GENERAL LLC,NWM1JWVDA853,BILLION ($1B-5B),7/6/2015,0,0,0,9,
1022574619.0,CONT_AWD_N0002410C4308_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Active prime,60,N0002410C4308,DDG DOCKER NORFOLK MSMO,9/30/2016,1/21/2026,False,,,,MEDIUM,,BAE SYSTEMS NORFOLK SHIP REPAIR INC.,ERMDZBE4J8Q9,BILLION ($1B-5B),2/19/2010,0,0,0,5,
1020370952.0,CONT_AWD_W58RGZ05C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Active prime,60,W58RGZ05C0001,,7/31/2017,1/21/2026,False,,,,MEDIUM,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,BILLION ($1B-5B),6/28/2005,0,0,0,6,
960852737.0,CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700,Department of Defense,Department of the Navy,DoD; $500M+; Very active prime,60,N0038319F0U50,V-22 PBL PERIOD OF PERFORMANCE 1 (1 JANUARY 2019 - 31 DECEMBER 2019),12/31/2021,1/21/2026,False,,,,MEDIUM,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,LARGE ($500M-1B),1/1/2019,0,0,0,12,
835073212.0,CONT_AWD_0024_9700_DAAE0700DM051_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Very active prime,60,24,"200506!001729!2100!W56HZV!TACOM - WARREN                  !DAAE0700DM051  !A!N! !N!0024         !      !20041118!20080930!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!38500 MOUND ROAD          !STERLING HEIGH      !MI!48310!76460!099!26!STERLING HEIGHTS    !MACOMB                !M",6/30/2010,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,LARGE ($500M-1B),11/18/2004,0,0,0,14,
822396261.4,CONT_AWD_N0001904C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Very active prime,60,N0001904C0012,,8/15/2025,1/21/2026,False,,,,MEDIUM,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,LARGE ($500M-1B),2/23/2004,0,0,0,12,
786833053.0,CONT_AWD_W31P4Q10C0089_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,W31P4Q10C0089,MATERIAL CONSOLIDATION POINT,9/30/2015,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,LARGE ($500M-1B),12/23/2009,1,4,0,16,
780345561.5,CONT_AWD_N0001903C6517_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Very active prime,60,N0001903C6517,,12/31/2011,1/21/2026,False,,,,MEDIUM,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,LARGE ($500M-1B),5/15/2003,0,0,0,12,
743958914.0,CONT_AWD_0027_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,27,200608!004412!2100!W56HZV!TACOM - WARREN                  !DAAE0700DM051  !A!N! !N!0027         !      !20060407!20080930!098155158!098155158!098155158!N!GMGDLS DEFENSE GROUP LLC      !14920 23 MILE RD          !SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !M,6/30/2010,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,LARGE ($500M-1B),4/7/2006,0,0,0,14,
742109969.0,CONT_AWD_N0001905C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Very active prime,60,N0001905C0002,,12/19/2008,1/21/2026,False,,,,MEDIUM,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,LARGE ($500M-1B),1/24/2005,0,0,0,12,
716919885.3,CONT_AWD_0001_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,1,"200110!000408!2100!AE07  !TACOM - WARREN                  !DAAE0700DM051  !A!N!*!N!0001               !20001116!20060630!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MI",11/15/2018,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,LARGE ($500M-1B),11/16/2000,0,0,0,14,
679920727.0,CONT_AWD_0002_9700_DAAE0700DM051_9700,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,2,"200106!000432!2100!AE07  !TACOM - WARREN                  !DAAE0700DM051  !A!N!*!N!0002               !20001116!20021017!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JOI!14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MI",8/30/2004,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,LARGE ($500M-1B),11/16/2000,0,0,0,14,
673543705.8,CONT_AWD_0036_9700_W56HZV07DM112_9700,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,36,352 STRYKER VEHICLES,3/24/2016,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,LARGE ($500M-1B),9/30/2009,0,0,0,14,
638220046.4,CONT_AWD_W31P4Q14C0093_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,W31P4Q14C0093,2014 ENGINEERING SERVICES,1/24/2019,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,LARGE ($500M-1B),8/15/2014,1,4,0,16,
622948109.2,CONT_AWD_SPRBL123F0004_9700_SPRBL115D0017_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Very active prime,60,SPRBL123F0004,TASK ORDER FOR ENGINEERING SERVICES TO SUPPORT THE PATRIOT WEAPON SYSTEM.,12/31/2026,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,LARGE ($500M-1B),2/21/2023,1,4,0,16,
617734539.0,CONT_AWD_W31P4Q12C0069_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,W31P4Q12C0069,TAIWAN 3-LOT REQUIREMENT,12/31/2016,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,LARGE ($500M-1B),12/15/2011,1,4,0,16,
581895199.0,CONT_AWD_W31P4Q24C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Very active prime,60,W31P4Q24C0003,ROMANIA PRODUCTION UCA,12/31/2029,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,LARGE ($500M-1B),10/13/2023,1,4,0,16,
495333880.9,CONT_AWD_FA255008C8011_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $100M+; Staffing indicators,60,FA255008C8011,MISSION SUPPORT FOR NETWORK AND SPACE OPERATIONS AND MAINTENANCE,11/21/2016,1/21/2026,True,,,,MEDIUM,,PERATON INC.,ENNHFPHSDEX4,MEDIUM ($100M-500M),1/11/2008,0,0,0,1,
483340737.3,CONT_AWD_N0002420C5608_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; Staffing indicators,60,N0002420C5608,"NETWORK, PROCESSING&STORAGE EQUIPMENT",9/22/2028,1/21/2026,True,,,,MEDIUM,,"MANAGEMENT SERVICES GROUP, INC.",N8NGW9BXG5R8,MEDIUM ($100M-500M),3/27/2020,0,0,0,1,
480559202.3,CONT_AWD_FA561310C5400_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $100M+; Staffing indicators,60,FA561310C5400,BASIC PERIOD - O&M TURKEY AND SPAIN LOCATIONS,3/27/2015,1/21/2026,True,,,,MEDIUM,,VINNELL BROWN & ROOT LLC,W8LRK2AU2CX1,MEDIUM ($100M-500M),1/22/2010,0,0,0,1,
470028742.3,CONT_AWD_0016_9700_FA861406D2006_9700,Department of Defense,Department of the Air Force,DoD; $100M+; 5 subs; Very active prime,60,16,C-17 AUSTRALIA 2 A/C,9/16/2015,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEDIUM ($100M-500M),6/1/2015,1,5,0,20,
455702635.5,CONT_AWD_M801_9700_N0017804D4030_9700,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; Staffing indicators,60,M801,ATLANTIC RANGES ENGINEERING AND TECHNICAL SUPPORT SERVICES,12/31/2012,1/21/2026,True,,,,MEDIUM,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",CJNLX7TBJ651,MEDIUM ($100M-500M),10/1/2007,0,0,0,1,
448292991.7,CONT_AWD_0243_9700_DAAB0703DB009_9700,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Staffing indicators,60,243,200611!007847!2100!W15P7T!USA COMMUNICATIONS-ELECTRONICS  !DAAB0703DB009  !A!N! !Y!0243         !      !20060831!20110129!068514251!805258373!834951691!N!LOCKHEED MARTIN INTEGRATED SYS!1800 ROUTE 34             !WALL                !NJ!07719!76460!025!34!WALL (TOWNSHIP OF)  !MONMOUTH              !N,12/31/2010,1/21/2026,True,,,,MEDIUM,,"LOCKHEED MARTIN INTEGRATED SYSTEMS, LLC",MNZVFP9BH766,MEDIUM ($100M-500M),8/31/2006,0,0,0,1,
445744154.9,CONT_AWD_SP470122F0180_9700_47QTCA22D004D_4732,Department of Defense,Defense Logistics Agency,DoD; IT Services; $100M+; Staffing indicators,60,SP470122F0180,ERP CLOUD HOSTING,3/28/2026,1/21/2026,True,,,,MEDIUM,,"ADVANTAGED SOLUTIONS, LLC",WD8KKTRJWAZ3,MEDIUM ($100M-500M),9/29/2022,0,0,0,1,
443110124.1,CONT_AWD_FA852624F0001_9700_FA852621D0001_9700,Department of Defense,Department of the Air Force,DoD; $100M+; 5 subs; Very active prime,60,FA852624F0001,FY 24 VIRTUAL-FLEET-COMMON AND UNIQUE LABOR SUSTAINMENT FOR C17 FLEET.,10/31/2025,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEDIUM ($100M-500M),10/1/2023,1,5,0,20,
438673946.8,CONT_AWD_N0003022C6001_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; Staffing indicators,60,N0003022C6001,SP201 SYSTEMS ENGINEERING & INTEGRATION SUPPORT SERVICES,9/30/2026,1/21/2026,True,,,,MEDIUM,,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,LX3BSV6NNW58,MEDIUM ($100M-500M),10/1/2021,0,0,0,3,
431672563.2,CONT_AWD_W911S004C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Staffing indicators,60,W911S004C0006,"200510!500520!2100!W912SU!ACA, NRCC - MISSION DIVISION    !W911S004C0006  !A!N! !Y!             !P00006!20050707!20050930!064679264!064679264!016435559!N!NORTHROP GRUMMAN INFORMATION T!2411 DULLES CORNER PARK   !HERNDON             !VA!20171!23950!103!20!FORT LEAVENWORTH    !LEAVENWORTH           !K",9/30/2012,1/21/2026,True,,,,MEDIUM,,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,SMD1EM7H9RJ8,MEDIUM ($100M-500M),7/7/2004,0,0,0,1,
429920264.7,CONT_AWD_FA852623F0001_9700_FA852621D0001_9700,Department of Defense,Department of the Air Force,DoD; $100M+; 5 subs; Very active prime,60,FA852623F0001,FY23 VIRTUAL-FLEET-COMMON AND UNIQUE LABOR SUSTAINMENT FOR C17 FLEET.,9/30/2023,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEDIUM ($100M-500M),10/1/2022,1,5,0,20,
428910979.1,CONT_AWD_0069_9700_DAAB0703DB012_9700,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Staffing indicators,60,69,200603!001420!2100!W15P7T!USA COMMUNICATIONS-ELECTRONICS  !DAAB0703DB012  !A!N! !Y!0069         !      !20051230!20090130!049997380!049997380!049997380!N!VSE CORPORATION               !2550 HUNTINGTON AVE       !ALEXANDRIA          !VA!22303!01000!510!51!ALEXANDRIA          !ALEXANDRIA (CITY)     !V,2/18/2008,1/21/2026,True,,,,MEDIUM,,VSE CORPORATION,SD7ABX8S2G79,MEDIUM ($100M-500M),12/30/2005,0,0,0,1,
401444388.3,CONT_AWD_FA852624F0003_9700_FA852621D0001_9700,Department of Defense,Department of the Air Force,DoD; $100M+; 5 subs; Very active prime,60,FA852624F0003,FY24 C-17 MX/MODS,10/31/2026,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEDIUM ($100M-500M),10/3/2023,1,5,0,20,
395314507.9,CONT_AWD_HQ014717C0028_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; IT Services; $100M+; Staffing indicators,60,HQ014717C0028,IGF::OT::IGF SYSTEMS ENGINEERING,3/15/2023,1/21/2026,True,,,,MEDIUM,,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,MEDIUM ($100M-500M),4/16/2017,0,0,0,4,
394544179.7,CONT_AWD_FA489007C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $100M+; Staffing indicators,60,FA489007C0006,OPERATIONS AND MAINTENANCE SERVICES FOR MQ-1 PREDATOR,9/30/2020,1/21/2026,True,,,,MEDIUM,,"BATTLESPACE FLIGHT SERVICES, LLC",XF6DP2MLBJ18,MEDIUM ($100M-500M),3/14/2007,0,0,0,1,
377206794.4,CONT_AWD_FA852623F0003_9700_FA852621D0001_9700,Department of Defense,Department of the Air Force,DoD; $100M+; 5 subs; Very active prime,60,FA852623F0003,FY23 MX/MODS ORDER,10/31/2025,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEDIUM ($100M-500M),10/7/2022,1,5,0,20,
373309120.0,CONT_AWD_N0002424C2112_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; 8 subs; Very active prime,60,N0002424C2112,OPN,9/30/2033,1/21/2026,False,,,,MEDIUM,,"BECHTEL PLANT MACHINERY, INC.",MTKMVNVK1MH6,MEDIUM ($100M-500M),12/21/2023,1,8,0,24,
370825480.0,CONT_AWD_N0002496C4052_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; 8 subs; Very active prime,60,N0002496C4052,199703!1700!0165!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002496C4052  !A!*!P00002             !19961021!20030930!804715027!804715027!001343953!N!24374!CBS CORPORATION               !600 LIBERTY ST            !SCHENECTADY         !NY!12305!65508!093!36!SCHENECTADY         !SCHENECTADY           !NEW,5/13/2015,1/21/2026,False,,,,MEDIUM,,"BECHTEL PLANT MACHINERY, INC.",MTKMVNVK1MH6,MEDIUM ($100M-500M),10/21/1996,1,8,0,24,
364616596.7,CONT_AWD_W31P4Q21F0054_9700_GS00Q14OADS621_4732,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Staffing indicators,60,W31P4Q21F0054,"SINGLE AWARD TO AGAINST GSA OASIS SB (POOL 5B) FOR ENGINEERING AND PROFESSIONAL SERVICES SUPPORTING AVIATION AND MISSILE ELEMENT MODELS, SIMULATIONS, AND ANALYSIS FOR THE CCDC AVMC, S3I DIRECTORATE, M&S AREA.",9/18/2026,1/21/2026,True,,,,MEDIUM,,TORCH TECHNOLOGIES INC,YA63J5PVEZE6,MEDIUM ($100M-500M),1/20/2021,0,0,0,3,
9458382766.0,CONT_AWD_F0470195C0017_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+,55,F0470195C0017,200510!000044!5700!FA8810!SMC/ISK                         !F0470195C0017  !A!N! !N!             !P00309!20050324!20100630!196596688!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !C,10/29/2021,1/21/2026,False,,,,MEDIUM,,LOCKHEED MISSILES & SPACE COMP,YVH9AL7JT6Y3,GIANT ($5B-10B),11/8/1995,0,0,0,4,
9438254579.0,CONT_AWD_N0002496F4060_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+,55,N0002496F4060,"199712!1700!1276!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002496F4060  !A!*!P00005             !19961104!20060930!087689394!161906078!161906193!Y!0C2Y9!ENERGY, UNITED STATES DEPT OF !1000 INDEPENDENCE AVE SW  !WASHINGTON          !DC!20585!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C",9/30/2027,1/21/2026,False,,,,MEDIUM,,"ENERGY, DEPARTMENT OF",SUWNFSEM8P15,GIANT ($5B-10B),11/4/1996,0,0,0,2,
8204906278.0,CONT_AWD_W911QY20C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+,55,W911QY20C0100,100M SARS-COV-2 MRNA-1273 VACCINE DOSES,8/10/2023,1/21/2026,False,,,,MEDIUM,,"MODERNATX, INC.",WJYNZ8AK2D47,GIANT ($5B-10B),8/11/2020,0,0,0,1,
5565000000.0,CONT_AWD_W15QKN21C0014_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+,55,W15QKN21C0014,"PRODUCTION OF THERAPEUTIC IN SUPPORT OF NATIONAL EMERGENCY RESPONSE TO CORONAVIRUS 2019 (COVID-19): IN SUPPORT OF OPERATION WARP SPEED (OWS), THE GOVERNMENT IS PURCHASING UP TO 1,250,000 DOSES OF THE EMERGENCY USE AUTHORIZATION (EUA) THERAPEUTIC.",7/31/2022,1/21/2026,False,,,,MEDIUM,,REGENERON PHARMACEUTICALS INC,N3F9MH7E6HD6,GIANT ($5B-10B),1/12/2021,0,0,0,1,
987774841.2,CONT_AWD_W58RGZ09C0161_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,W58RGZ09C0161,BLOCK III LOW RATE INITIAL PRODUCTION,9/30/2018,1/21/2026,False,,,,MEDIUM,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,LARGE ($500M-1B),7/30/2009,0,0,0,6,
969543571.0,CONT_AWD_N0002417C2480_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,N0002417C2480,LCAC 109 AND 110 LONG LEAD TIME MATERIAL,7/31/2029,1/21/2026,False,,,,MEDIUM,,TEXTRON SYSTEMS CORP,WEE9WFHMACH9,LARGE ($500M-1B),9/1/2017,1,3,0,6,
966960725.5,CONT_AWD_B001_9700_SP060007D0481_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,B001,"TURBINE FUEL, AVIATION (JP8) & TURBINE FUEL, AVIATION (JP5)",4/30/2008,1/21/2026,False,,,,MEDIUM,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,LARGE ($500M-1B),3/21/2007,0,0,0,9,
928365084.4,CONT_AWD_W15P7T12CC015_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; Active prime,55,W15P7T12CC015,THIS CONTRACT WILL PROCURE AN ENHANCEMENT OF THE AGING AN/TPQ-36(V)8 AND AN/TPQ-37 TARGET ACQUISITION COUNTER FIRE RADAR SYSTEMS.  THE CONTRACTOR WILL DELIVER TWO SYSTEMS PER MONTH IN SUPPORT OF A TOTAL OF 32 ACCELERATED INITIAL PRODUCTION (IP) SYSTEMS.,10/30/2017,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3,LARGE ($500M-1B),2/29/2012,0,0,0,5,
922375705.1,CONT_AWD_FA520922F9027_9700_FA520957D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; Active prime,55,FA520922F9027,"US OBLIGATION IAW ART. 4 OF THE BASIC CONTRACT, MLC NO. DA-92-557-FEC-28000 (FA5209-57-D-0001) EFFECTIVE 1 OCT 1957.  THIS REPORTED CONTRACT AMOUNT IS FOR GOV'T OF JAPAN SHARE.",9/30/2022,1/21/2026,False,,,,MEDIUM,,MINISTRY OF DEFENSE,C1KKFURZSEF5,LARGE ($500M-1B),10/1/2021,0,0,0,5,
911471705.9,CONT_AWD_N6660405C1277_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,N6660405C1277,TAS::97 4930::TAS,2/4/2022,1/21/2026,False,,,,MEDIUM,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,LARGE ($500M-1B),1/28/2005,0,0,0,6,
883240594.4,CONT_AWD_M0002711C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; Active prime,55,M0002711C0003,LABOR HOURS,6/9/2021,1/21/2026,False,,,,MEDIUM,,SODEXO MANAGEMENT INC.,VG33D4SQVLE3,LARGE ($500M-1B),2/23/2011,1,2,0,6,
882846124.0,CONT_AWD_B001_9700_SP060008D0470_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+; Active prime,55,B001,JP8,4/30/2009,1/21/2026,False,,,,MEDIUM,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,LARGE ($500M-1B),3/31/2008,0,0,0,9,
879779236.4,CONT_AWD_W31P4Q19C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; Active prime,55,W31P4Q19C0003,POLAND FMS THE INTEGRATED AIR AND MISSILE DEFENSE (IAMD) BATTLE COMMAND SYSTEM (IBCS).,12/15/2026,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,FNBAMFZ3GD53,LARGE ($500M-1B),3/13/2019,0,0,0,5,
